gov_en,gov_ar,dis_en,dis_ar,subdistrict_en,subdistrict_ar,male.urban,female.urban ,total.urban,male.rural,female_rural,total.rural,male.pop,female.pop,total.pop
Najaf,النجف,Najaf,النجف,Markaz Al Najaf,مركز قضاء النجف," 356,742 "," 351,899 "," 708,641 "," 13,481 "," 12,697 "," 26,178 "," 370,224 "," 364,596 "," 734,819 "
Najaf,النجف,Najaf,النجف,Al Haydariya,الحيدرية," 8,767 "," 8,648 "," 17,415 "," 17,576 "," 16,553 "," 34,129 "," 26,343 "," 25,201 "," 51,544 "
Najaf,النجف,Najaf,النجف,Al Shabaka,الشبكة, 222 , 219 , 441 , -   , -   , -   , 222 , 219 , 441 
Najaf,النجف,Kufa,الكوفة,Markaz Al Kufa,مركز قضاء الكوفة," 81,781 "," 80,671 "," 162,452 "," 33,990 "," 32,011 "," 66,001 "," 115,771 "," 112,682 "," 228,452 "
Najaf,النجف,Kufa,الكوفة,Al Abasiah,العباسية," 6,809 "," 6,716 "," 13,525 "," 38,375 "," 36,141 "," 74,516 "," 45,184 "," 42,857 "," 88,041 "
Najaf,النجف,Kufa,الكوفة,Al Huriya,الحرية," 5,897 "," 5,817 "," 11,715 "," 9,238 "," 8,700 "," 17,937 "," 15,135 "," 14,517 "," 29,652 "
Najaf,النجف,Manathera,المناذرة,Markaz Al Manathera,مركز قضاء المناذرة," 15,144 "," 14,939 "," 30,083 "," 29,545 "," 27,825 "," 57,370 "," 44,689 "," 42,764 "," 87,453 "
Najaf,النجف,Manathera,المناذرة,Al Heera,الحيرة," 8,699 "," 8,581 "," 17,280 "," 10,528 "," 9,916 "," 20,444 "," 19,227 "," 18,496 "," 37,724 "
Najaf,النجف,Manathera,المناذرة,Al Mashkhab,المشخاب," 14,636 "," 14,437 "," 29,074 "," 30,143 "," 28,388 "," 58,531 "," 44,779 "," 42,826 "," 87,604 "
Najaf,النجف,Manathera,المناذرة,Al Qadisiah,القادسية," 3,034 "," 2,993 "," 6,026 "," 19,462 "," 18,330 "," 37,792 "," 22,496 "," 21,322 "," 43,818 "
Qadissiya,القادسية,Diwaniya,الديوانية,Markaz Al Diwaniya,امركز قضاء الديوانية," 209,068 "," 172,226 "," 381,294 "," 16,153 "," 16,302 "," 32,454 "," 225,220 "," 188,528 "," 413,748 "
Qadissiya,القادسية,Diwaniya,الديوانية,Al Saniya,السنية," 5,665 "," 4,667 "," 10,331 "," 16,810 "," 16,965 "," 33,776 "," 22,475 "," 21,632 "," 44,107 "
Qadissiya,القادسية,Diwaniya,الديوانية,Al Shafeia,الشافعية," 6,010 "," 4,951 "," 10,962 "," 18,777 "," 18,950 "," 37,727 "," 24,787 "," 23,902 "," 48,689 "
Qadissiya,القادسية,Diwaniya,الديوانية,Al Daghara,الدغارة," 10,630 "," 8,756 "," 19,386 "," 21,533 "," 21,732 "," 43,265 "," 32,163 "," 30,488 "," 62,651 "
Qadissiya,القادسية,Afaq,عفك,Markaz Afaq,مركز قضاء عفك," 18,399 "," 15,156 "," 33,555 "," 8,838 "," 8,920 "," 17,758 "," 27,237 "," 24,076 "," 51,313 "
Qadissiya,القادسية,Afaq,عفك,Nafr,نفر," 2,183 "," 1,798 "," 3,981 "," 9,861 "," 9,953 "," 19,814 "," 12,045 "," 11,751 "," 23,795 "
Qadissiya,القادسية,Afaq,عفك,Al Bdair,البدير," 10,280 "," 8,468 "," 18,748 "," 19,019 "," 19,195 "," 38,213 "," 29,298 "," 27,663 "," 56,961 "
Qadissiya,القادسية,Afaq,عفك,Sumer,سومر," 5,830 "," 4,803 "," 10,633 "," 13,912 "," 14,040 "," 27,952 "," 19,742 "," 18,843 "," 38,585 "
Qadissiya,القادسية,Shamiya,الشامية,Markaz Al Shamiah,مركز قضاء  الشامية," 30,033 "," 24,741 "," 54,774 "," 18,453 "," 18,623 "," 37,076 "," 48,486 "," 43,364 "," 91,850 "
Qadissiya,القادسية,Shamiya,الشامية,Ghammas,غماس," 17,961 "," 14,796 "," 32,756 "," 29,768 "," 30,043 "," 59,811 "," 47,729 "," 44,839 "," 92,567 "
Qadissiya,القادسية,Shamiya,الشامية,Al Mihanawiya,المهناوية," 5,260 "," 4,333 "," 9,593 "," 16,573 "," 16,726 "," 33,300 "," 21,833 "," 21,059 "," 42,893 "
Qadissiya,القادسية,Shamiya,الشامية,Al Salahiah,الصلاحية," 1,898 "," 1,563 "," 3,461 "," 13,740 "," 13,867 "," 27,607 "," 15,638 "," 15,431 "," 31,069 "
Qadissiya,القادسية,Hamza,الحمزة,Markaz Al Hamza,مركز قضاء  الحمزة," 44,911 "," 36,997 "," 81,909 "," 22,089 "," 22,293 "," 44,383 "," 67,001 "," 59,291 "," 126,291 "
Qadissiya,القادسية,Hamza,الحمزة,Al Sadeer,السدير," 3,950 "," 3,254 "," 7,204 "," 16,761 "," 16,916 "," 33,677 "," 20,711 "," 20,170 "," 40,881 "
Qadissiya,القادسية,Hamza,الحمزة,Al Shinafiya,الشناقية," 10,855 "," 8,943 "," 19,798 "," 17,487 "," 17,649 "," 35,136 "," 28,343 "," 26,591 "," 54,934 "
Muthanna,المثنى,Samawa,السماوة,Markaz Al Samawa,مركز قضاء السماوة," 114,391 "," 91,262 "," 205,653 "," 37,608 "," 38,086 "," 75,694 "," 151,999 "," 129,348 "," 281,347 "
Muthanna,المثنى,Samawa,السماوة,Al Sowair,السوير, 780 , 622 ," 1,402 "," 22,265 "," 22,548 "," 44,813 "," 23,045 "," 23,170 "," 46,215 "
Muthanna,المثنى,Rumaitha,الرميتة,Markaz Al Rumaitha,مركز قضاء الرميثة," 44,398 "," 35,421 "," 79,818 "," 17,518 "," 17,740 "," 35,258 "," 61,915 "," 53,161 "," 115,077 "
Muthanna,المثنى,Rumaitha,الرميتة,Al Majd ,المجد," 1,697 "," 1,354 "," 3,051 "," 19,503 "," 19,751 "," 39,255 "," 21,201 "," 21,105 "," 42,306 "
Muthanna,المثنى,Rumaitha,الرميتة,Al Warka,الوركاء," 1,960 "," 1,563 "," 3,523 "," 45,894 "," 46,477 "," 92,371 "," 47,854 "," 48,040 "," 95,894 "
Muthanna,المثنى,Rumaitha,الرميتة,Al Najmi,النجمي, 471 , 376 , 847 ," 16,659 "," 16,870 "," 33,529 "," 17,130 "," 17,246 "," 34,376 "
Muthanna,المثنى,Rumaitha,الرميتة,Al Hilal,الهلال," 1,657 "," 1,322 "," 2,979 "," 17,780 "," 18,006 "," 35,786 "," 19,437 "," 19,328 "," 38,765 "
Muthanna,المثنى,Salman,السلمان,Markaz Al Salman,مركز قضاء السلمان," 1,683 "," 1,342 "," 3,025 "," 3,180 "," 3,220 "," 6,400 "," 4,862 "," 4,562 "," 9,425 "
Muthanna,المثنى,Salman,السلمان,Al Basia,البصية, 566 , 451 ," 1,017 ", 27 , 27 , 54 , 593 , 479 ," 1,072 "
Muthanna,المثنى,Khidhir,الخضر,Markaz Al Khidhir,مركز قضاء الخضر," 22,092 "," 17,625 "," 39,717 "," 23,695 "," 23,996 "," 47,691 "," 45,787 "," 41,621 "," 87,408 "
Muthanna,المثنى,Khidhir,الخضر,Al Draji,الدراجي," 1,093 ", 872 ," 1,965 "," 8,261 "," 8,366 "," 16,627 "," 9,354 "," 9,238 "," 18,592 "
Thi-Qar,ذي قار,Nassriya,الناصرية,Al Nasiriya,مركز قضاء الناصرية," 277,046 "," 246,191 "," 523,236 ", -   , -   , -   ," 277,046 "," 246,191 "," 523,236 "
Thi-Qar,ذي قار,Nassriya,الناصرية,Al Islah,الاصلاح," 7,926 "," 7,043 "," 14,970 "," 14,577 "," 14,401 "," 28,978 "," 22,503 "," 21,445 "," 43,947 "
Thi-Qar,ذي قار,Nassriya,الناصرية,Al Battha'a,البطحاء," 12,812 "," 11,385 "," 24,197 "," 11,081 "," 10,947 "," 22,028 "," 23,893 "," 22,332 "," 46,225 "
Thi-Qar,ذي قار,Nassriya,الناصرية,Said Dekhil,سيد دخيل," 7,599 "," 6,753 "," 14,352 "," 21,848 "," 21,585 "," 43,433 "," 29,447 "," 28,338 "," 57,785 "
Thi-Qar,ذي قار,Nassriya,الناصرية,Owr,أور," 2,481 "," 2,205 "," 4,686 "," 28,985 "," 28,636 "," 57,621 "," 31,466 "," 30,841 "," 62,307 "
Thi-Qar,ذي قار,Rifa'i,الرفاعي,Markaz Al Rifaai,مركزقضاء الرفاعي," 37,014 "," 32,891 "," 69,905 "," 42,072 "," 41,565 "," 83,637 "," 79,086 "," 74,457 "," 153,542 "
Thi-Qar,ذي قار,Rifa'i,الرفاعي,Qalat Siker,قلعة سكر," 26,476 "," 23,527 "," 50,003 "," 24,613 "," 24,316 "," 48,929 "," 51,089 "," 47,844 "," 98,932 "
Thi-Qar,ذي قار,Rifa'i,الرفاعي,Al Nasr,النصر," 25,349 "," 22,526 "," 47,876 "," 25,288 "," 24,983 "," 50,271 "," 50,637 "," 47,509 "," 98,146 "
Thi-Qar,ذي قار,Rifa'i,الرفاعي,Al Fajer,الفجر," 14,251 "," 12,664 "," 26,915 "," 16,526 "," 16,327 "," 32,854 "," 30,778 "," 28,991 "," 59,769 "
Thi-Qar,ذي قار,Suq Al-Shoyokh,سوق الشيوخ,Markaz Suq Al-Shoyokh,مركز قضاء سوق الشيوخ," 65,275 "," 58,005 "," 123,280 ", -   , -   , -   ," 65,275 "," 58,005 "," 123,280 "
Thi-Qar,ذي قار,Suq Al-Shoyokh,سوق الشيوخ,Akaika,عكيكة," 2,278 "," 2,024 "," 4,302 "," 21,456 "," 21,197 "," 42,653 "," 23,734 "," 23,222 "," 46,955 "
Thi-Qar,ذي قار,Suq Al-Shoyokh,سوق الشيوخ,Garmat Beni Said,كرمة بني سعيد," 8,360 "," 7,429 "," 15,788 "," 21,550 "," 21,291 "," 42,841 "," 29,910 "," 28,719 "," 58,629 "
Thi-Qar,ذي قار,Suq Al-Shoyokh,سوق الشيوخ,Al Fadhliya,الفضلية," 8,244 "," 7,326 "," 15,570 "," 19,284 "," 19,052 "," 38,336 "," 27,528 "," 26,378 "," 53,906 "
Thi-Qar,ذي قار,Suq Al-Shoyokh,سوق الشيوخ,Al Ttar,الطار," 2,195 "," 1,951 "," 4,146 "," 7,844 "," 7,749 "," 15,593 "," 10,039 "," 9,700 "," 19,739 "
Thi-Qar,ذي قار,Chibayish,الجبايش,Markaz Chibayish,مركز قضاء الجبايش," 18,491 "," 16,431 "," 34,922 "," 3,839 "," 3,793 "," 7,632 "," 22,330 "," 20,224 "," 42,554 "
Thi-Qar,ذي قار,Chibayish,الجبايش,Al Hammer,الحمار," 4,052 "," 3,601 "," 7,654 ", 846 , 836 ," 1,682 "," 4,898 "," 4,437 "," 9,335 "
Thi-Qar,ذي قار,Chibayish,الجبايش,Al Fhood,الفهود," 14,060 "," 12,494 "," 26,553 "," 9,311 "," 9,198 "," 18,509 "," 23,370 "," 21,692 "," 45,062 "
Thi-Qar,ذي قار,Shatra,الشطرة,Markaz Al Shatra,مركز قضاء الشطرة," 90,377 "," 80,312 "," 170,689 "," 32,347 "," 31,958 "," 64,305 "," 122,725 "," 112,269 "," 234,994 "
Thi-Qar,ذي قار,Shatra,الشطرة,Al Dawaya,الدواية," 18,788 "," 16,696 "," 35,484 "," 24,606 "," 24,310 "," 48,916 "," 43,394 "," 41,005 "," 84,400 "
Thi-Qar,ذي قار,Shatra,الشطرة,Al Gharraf,الغراف," 24,089 "," 21,406 "," 45,494 "," 35,877 "," 35,445 "," 71,322 "," 59,966 "," 56,851 "," 116,816 "
Missan,ميسان,Amara,العمارة,Markaz Amara,مركز قضاء العمارة," 246,575 "," 245,825 "," 492,400 "," 16,500 "," 17,326 "," 33,826 "," 263,075 "," 263,151 "," 526,226 "
Missan,ميسان,Amara,العمارة,Kumait,كميت," 5,097 "," 5,082 "," 10,179 "," 12,426 "," 13,048 "," 25,474 "," 17,523 "," 18,130 "," 35,653 "
Missan,ميسان,Ali Al-Gharbi,علي الغربي,Markaz Ali Al Gharbi,مركز قضاء علي الغربي," 8,215 "," 8,190 "," 16,406 "," 6,818 "," 7,159 "," 13,977 "," 15,033 "," 15,349 "," 30,383 "
Missan,ميسان,Ali Al-Gharbi,علي الغربي,Ali Al Sharki,علي الشرقي," 5,513 "," 5,496 "," 11,009 "," 4,483 "," 4,708 "," 9,191 "," 9,996 "," 10,204 "," 20,199 "
Missan,ميسان,Maimouna,الميمونة,Markaz Al Maimouna,مركز قضاء  الميمونة," 9,299 "," 9,271 "," 18,570 "," 15,331 "," 16,098 "," 31,429 "," 24,630 "," 25,370 "," 50,000 "
Missan,ميسان,Maimouna,الميمونة,Al Salam,الميمونة / السلام," 9,054 "," 9,026 "," 18,080 "," 8,701 "," 9,137 "," 17,837 "," 17,755 "," 18,163 "," 35,917 "
Missan,ميسان,Maimouna,الميمونة,Alsaid Ahmad Al Rifai,السيد أحمد الرفاعي, 735 , 733 ," 1,469 "," 5,950 "," 6,248 "," 12,197 "," 6,685 "," 6,981 "," 13,666 "
Missan,ميسان,Qal'at Saleh,قلعة صالح,Markaz Qalat Saleh,مركز قضاء قلعة صالح," 17,814 "," 17,760 "," 35,575 "," 11,274 "," 11,838 "," 23,112 "," 29,088 "," 29,598 "," 58,686 "
Missan,ميسان,Qal'at Saleh,قلعة صالح,Al Azir,العزير," 8,557 "," 8,531 "," 17,088 "," 13,276 "," 13,941 "," 27,217 "," 21,833 "," 22,472 "," 44,305 "
Missan,ميسان,Mejar Al-Kabi,المجر الكبير,Markaz Mejar Al-Kabi,مركز قضاء المجر الكبير," 43,912 "," 43,778 "," 87,691 "," 9,195 "," 9,656 "," 18,851 "," 53,107 "," 53,434 "," 106,541 "
Missan,ميسان,Mejar Al-Kabi,المجر الكبير,Al Adel,العدل," 7,924 "," 7,900 "," 15,825 "," 2,266 "," 2,379 "," 4,645 "," 10,190 "," 10,279 "," 20,470 "
Missan,ميسان,Mejar Al-Kabi,المجر الكبير,Al Khair,الخير," 4,189 "," 4,176 "," 8,365 "," 7,291 "," 7,656 "," 14,947 "," 11,480 "," 11,832 "," 23,312 "
Missan,ميسان,Kahla,الكحلاء,Markaz Kahla,مركز قضاء الكحلاء," 10,467 "," 10,435 "," 20,902 "," 7,860 "," 8,253 "," 16,113 "," 18,327 "," 18,688 "," 37,015 "
Missan,ميسان,Kahla,الكحلاء,Al Msharah,المشرح," 6,044 "," 6,026 "," 12,070 "," 8,489 "," 8,914 "," 17,404 "," 14,533 "," 14,940 "," 29,473 "
Missan,ميسان,Kahla,الكحلاء,Bani Hashim,بني هاشم, 791 , 788 ," 1,579 "," 8,368 "," 8,787 "," 17,154 "," 9,158 "," 9,575 "," 18,733 "
Basrah,البصرة,Basrah,البصرة,Markaz Al Basrah,مركز قضاء البصرة," 569,645 "," 574,011 "," 1,143,656 "," 25,373 "," 24,043 "," 49,415 "," 595,018 "," 598,053 "," 1,193,071 "
Basrah,البصرة,Basrah,البصرة,Al Hartha,الهارثة," 54,733 "," 55,152 "," 109,885 "," 22,732 "," 21,540 "," 44,272 "," 77,465 "," 76,692 "," 154,157 "
Basrah,البصرة,Abu Al-Khaseeb,أبي الخصيب,Markaz Abu al Khaseeb,مركز قضاء أبي الخصيب," 96,149 "," 96,886 "," 193,036 "," 8,670 "," 8,215 "," 16,885 "," 104,819 "," 105,102 "," 209,921 "
Basrah,البصرة,Zubair,الزبير,Markaz Al Zubair,مركز قضاء الزبير," 140,050 "," 141,123 "," 281,173 "," 46,911 "," 44,452 "," 91,362 "," 186,961 "," 185,575 "," 372,535 "
Basrah,البصرة,Zubair,الزبير,Safwan,سفوان," 12,009 "," 12,101 "," 24,109 "," 15,790 "," 14,962 "," 30,753 "," 27,799 "," 27,063 "," 54,862 "
Basrah,البصرة,Zubair,الزبير,Um Qasr,أم قصر," 23,183 "," 23,360 "," 46,543 "," 5,303 "," 5,025 "," 10,328 "," 28,486 "," 28,385 "," 56,871 "
Basrah,البصرة,Qurna,القرنة,Markaz Al Qurna,مركز قضاء القرنة," 58,876 "," 59,328 "," 118,204 "," 7,869 "," 7,457 "," 15,326 "," 66,746 "," 66,784 "," 133,530 "
Basrah,البصرة,Qurna,القرنة,Al Dair,الدير," 14,527 "," 14,638 "," 29,165 "," 37,762 "," 35,783 "," 73,545 "," 52,289 "," 50,421 "," 102,710 "
Basrah,البصرة,Qurna,القرنة,Al Thagar,الثغر," 1,573 "," 1,585 "," 3,158 "," 17,414 "," 16,501 "," 33,914 "," 18,986 "," 18,086 "," 37,072 "
Basrah,البصرة,Fao,الفاو,Markaz Al Faw,مركز قضاء الفاو," 16,688 "," 16,816 "," 33,504 "," 3,234 "," 3,065 "," 6,299 "," 19,922 "," 19,880 "," 39,803 "
Basrah,البصرة,Shatt Al-Arab,شط العرب,Markaz Shat Al Arab,مركز قضاء شط العرب," 61,931 "," 62,406 "," 124,337 "," 4,218 "," 3,997 "," 8,214 "," 66,149 "," 66,402 "," 132,551 "
Basrah,البصرة,Shatt Al-Arab,شط العرب,Al Nashwa,النشوة," 1,464 "," 1,475 "," 2,939 "," 15,056 "," 14,267 "," 29,323 "," 16,520 "," 15,742 "," 32,262 "
Basrah,البصرة,Midaina,المدينة,Markaz Al Midaina,مركز قضاء المدينة," 14,616 "," 14,728 "," 29,344 "," 23,740 "," 22,496 "," 46,236 "," 38,356 "," 37,224 "," 75,580 "
Basrah,البصرة,Midaina,المدينة,Aiz Aldeen Saleem,عز الدين سليم," 13,271 "," 13,373 "," 26,643 "," 20,061 "," 19,009 "," 39,070 "," 33,332 "," 32,382 "," 65,714 "
Basrah,البصرة,Midaina,المدينة,Talha,طلحة (الصادق)," 21,247 "," 21,410 "," 42,657 "," 21,290 "," 20,174 "," 41,463 "," 42,537 "," 41,583 "," 84,120 "
Erbil,إربيل,Erbil,أربيل,Markaz Erbil Centre,مركز قضاء أربيل," 357,306 "," 418,513 "," 775,819 ", -   , -   , -   ," 357,306 "," 418,513 "," 775,819 "
Erbil,إربيل,Erbil,أربيل,Baharka,بحركة," 14,809 "," 17,346 "," 32,154 "," 14,292 "," 4,578 "," 18,870 "," 29,101 "," 21,923 "," 51,024 "
Erbil,إربيل,Erbil,أربيل,Ankawa,عنكاوة," 11,569 "," 13,551 "," 25,121 ", -   , -   , -   ," 11,569 "," 13,551 "," 25,121 "
Erbil,إربيل,Erbil,أربيل,Shamamak,شمامك, 939 ," 1,100 "," 2,040 "," 38,517 "," 12,337 "," 50,855 "," 39,457 "," 13,437 "," 52,894 "
Erbil,إربيل,Banslawah,دةشتى هةوليَر/ بنصلاوة,Markaz Banslawah,مركز قضاء دةشتى هةوليَر/ بنصلاوة," 25,409 "," 29,761 "," 55,170 ", 294 , 94 , 389 ," 25,703 "," 29,855 "," 55,558 "
Erbil,إربيل,Banslawah,دةشتى هةوليَر/ بنصلاوة,,دارةتوو," 23,437 "," 27,452 "," 50,889 "," 4,998 "," 1,601 "," 6,599 "," 28,436 "," 29,053 "," 57,489 "
Erbil,إربيل,Banslawah,دةشتى هةوليَر/ بنصلاوة,,قوشتةبة," 7,349 "," 8,608 "," 15,957 "," 10,006 "," 3,205 "," 13,211 "," 17,355 "," 11,813 "," 29,168 "
Erbil,إربيل,Banslawah,دةشتى هةوليَر/ بنصلاوة,,كةسنةزان," 28,771 "," 33,699 "," 62,470 "," 4,982 "," 1,596 "," 6,578 "," 33,753 "," 35,295 "," 69,048 "
Erbil,إربيل,Soran,سؤران,Markaz Soran,مركز قضاء سؤران," 28,011 "," 32,809 "," 60,820 ", -   , -   , -   ," 28,011 "," 32,809 "," 60,820 "
Erbil,إربيل,Soran,سؤران,Khailfan,خليفان," 9,599 "," 11,243 "," 20,841 "," 11,919 "," 3,818 "," 15,737 "," 21,518 "," 15,060 "," 36,578 "
Erbil,إربيل,Soran,سؤران,Diana,ديانا," 25,156 "," 29,465 "," 54,621 "," 7,036 "," 2,254 "," 9,290 "," 32,192 "," 31,719 "," 63,911 "
Erbil,إربيل,Soran,سؤران,Sidakhan,سيدةكان," 1,696 "," 1,986 "," 3,682 "," 9,215 "," 2,952 "," 12,167 "," 10,911 "," 4,938 "," 15,849 "
Erbil,إربيل,Shaqlawa,شقلاوة,Markaz Shaqlawa,مركز قضاء شقلاوة," 11,114 "," 13,018 "," 24,132 ", -   , -   , -   ," 11,114 "," 13,018 "," 24,132 "
Erbil,إربيل,Shaqlawa,شقلاوة,Salah Al Din,صلاح الدين," 16,704 "," 19,565 "," 36,268 "," 9,425 "," 3,019 "," 12,443 "," 26,128 "," 22,584 "," 48,712 "
Erbil,إربيل,Shaqlawa,شقلاوة,Harir,هرير," 13,134 "," 15,384 "," 28,518 "," 7,539 "," 2,415 "," 9,954 "," 20,673 "," 17,799 "," 38,472 "
Erbil,إربيل,Shaqlawa,شقلاوة,Hiran,هيران, 894 ," 1,047 "," 1,941 "," 2,606 ", 835 ," 3,441 "," 3,500 "," 1,882 "," 5,382 "
Erbil,إربيل,Shaqlawa,شقلاوة,Basrma,باسرمة," 3,263 "," 3,822 "," 7,085 "," 10,117 "," 3,240 "," 13,358 "," 13,380 "," 7,063 "," 20,443 "
Erbil,إربيل,Shaqlawa,شقلاوة,Balisan,باليسان, 611 , 716 ," 1,328 "," 2,750 ", 881 ," 3,631 "," 3,362 "," 1,597 "," 4,959 "
Erbil,إربيل,Choman,جومان,Markaz Choman,مركز قضاء جومان," 4,707 "," 5,513 "," 10,220 "," 1,049 ", 336 ," 1,385 "," 5,756 "," 5,849 "," 11,605 "
Erbil,إربيل,Choman,جومان,Haji Omaran,حاجى ئؤمةران, 743 , 870 ," 1,614 "," 1,657 ", 531 ," 2,188 "," 2,401 "," 1,401 "," 3,802 "
Erbil,إربيل,Choman,جومان,Similan,سميَلان, 376 , 441 , 817 ," 3,693 "," 1,183 "," 4,877 "," 4,070 "," 1,624 "," 5,693 "
Erbil,إربيل,Choman,جومان,Kalala,كةلاَلة, 272 , 319 , 591 ," 1,018 ", 326 ," 1,344 "," 1,290 ", 645 ," 1,936 "
Erbil,إربيل,Choman,جومان,Kasri,قةسريَ," 1,527 "," 1,789 "," 3,316 "," 2,416 ", 774 ," 3,190 "," 3,943 "," 2,563 "," 6,506 "
Erbil,إربيل,Koisnjaq,كؤيسنجق,Markaz Koisnjaq,مركز قضاء كؤيسنجق," 27,081 "," 31,720 "," 58,800 "," 5,190 "," 1,662 "," 6,853 "," 32,271 "," 33,382 "," 65,653 "
Erbil,إربيل,Koisnjaq,كؤيسنجق,Taq Taq,تةق تةق," 8,932 "," 10,462 "," 19,394 "," 3,196 "," 1,024 "," 4,220 "," 12,128 "," 11,486 "," 23,614 "
Erbil,إربيل,Koisnjaq,كؤيسنجق,Shorsh,شؤرِش, 198 , 232 , 431 ," 4,352 "," 1,394 "," 5,746 "," 4,551 "," 1,626 "," 6,177 "
Erbil,إربيل,Koisnjaq,كؤيسنجق,,ئاشتى, 433 , 507 , 941 ," 2,972 ", 952 ," 3,925 "," 3,406 "," 1,459 "," 4,865 "
Erbil,إربيل,Koisnjaq,كؤيسنجق,,سكتان, 496 , 581 ," 1,076 "," 1,184 ", 379 ," 1,563 "," 1,679 ", 960 ," 2,639 "
Erbil,إربيل,Koisnjaq,كؤيسنجق,,سيَكردكان, 602 , 706 ," 1,308 "," 1,664 ", 533 ," 2,197 "," 2,267 "," 1,239 "," 3,505 "
Erbil,إربيل,Mergasur,ميَركةسور,Markaz Mergasur,مركز قضاء ميَركةسور, 671 , 786 ," 1,457 ", -   , -   , -   , 671 , 786 ," 1,457 "
Erbil,إربيل,Mergasur,ميَركةسور,Barzan,بارزان," 3,497 "," 4,096 "," 7,593 "," 8,536 "," 2,734 "," 11,270 "," 12,033 "," 6,830 "," 18,863 "
Erbil,إربيل,Mergasur,ميَركةسور,Biran,بيران, 973 ," 1,140 "," 2,113 "," 4,087 "," 1,309 "," 5,396 "," 5,061 "," 2,449 "," 7,510 "
Erbil,إربيل,Mergasur,ميَركةسور,,شيَروان مةزن, 396 , 464 , 860 ," 2,638 ", 845 ," 3,484 "," 3,035 "," 1,309 "," 4,344 "
Erbil,إربيل,Mergasur,ميَركةسور,,مةزنىَ," 1,252 "," 1,467 "," 2,719 "," 2,872 ", 920 ," 3,791 "," 4,124 "," 2,386 "," 6,510 "
Erbil,إربيل,Mergasur,ميَركةسور,,كؤرةتوو," 1,151 "," 1,348 "," 2,499 "," 6,507 "," 2,084 "," 8,591 "," 7,658 "," 3,432 "," 11,090 "
Erbil,إربيل,Khabat,خبات,Markaz Khabat,مركز قضاء خبات," 15,074 "," 17,656 "," 32,730 "," 3,745 "," 1,199 "," 4,944 "," 18,819 "," 18,855 "," 37,674 "
Erbil,إربيل,Khabat,خبات,,دارةشةكران, 203 , 238 , 441 ," 7,570 "," 2,425 "," 9,994 "," 7,773 "," 2,662 "," 10,435 "
Erbil,إربيل,Khabat,خبات,,رِزكارى," 14,160 "," 16,585 "," 30,745 "," 6,966 "," 2,231 "," 9,198 "," 21,126 "," 18,817 "," 39,943 "
Erbil,إربيل,Khabat,خبات,,كةوةركؤسك," 4,669 "," 5,468 "," 10,137 "," 4,947 "," 1,585 "," 6,532 "," 9,616 "," 7,053 "," 16,669 "
Erbil,إربيل,Rawanduz,رِواندوز,Markaz Rawanduz,مركز قضاء راوندوز," 5,823 "," 6,820 "," 12,643 "," 4,687 "," 1,501 "," 6,188 "," 10,510 "," 8,322 "," 18,831 "
Erbil,إربيل,Rawanduz,رِواندوز,,وةرتيَ, 936 ," 1,096 "," 2,032 "," 2,410 ", 772 ," 3,183 "," 3,346 "," 1,868 "," 5,214 "
Dahuk,دهوك,Dahuk,دهوك,Markaz Dahuk,مركز قضاء دهوك," 192,118 "," 129,417 "," 321,534 ", -   , -   , -   ," 192,118 "," 129,417 "," 321,534 "
