"","Governorate","District","Place","Longitude","Latitude","PlaceID","base2","total","Master.Families","IDPs.in.Camps.or.transit.camps","School.Building","Mosques.Holly.Shrines","Abandoned.public.buildings.under.construction","Collective.centres","Informal.settlements","Military.Camps","Unknown.or.other","private.setting","communal.setting","communal.setting10","Hosted.or.Owned.Accomodation","Rented.Accomodation","Organised.site","Improvised.site","Squatted.schools","Open.air"
"993","Anbar","Falluja","Al-Huraimat",43.882217,33.164126,"21410","Rest of Iraq",240,40,0,84,0,36,0,0,0,0,120,120,84,120,0,0,36,84,0
"994","Diyala","Ba'quba","Hay Al-Mualimeen - Shahid wadah",44.6132,33.723,"21413","Rest of Iraq",36,6,0,0,0,0,0,0,0,0,36,0,0,36,0,0,0,0,0
"995","Kerbala","Kerbala","Al-Jayir",44.04219,32.600802,"21415","Rest of Iraq",180,30,0,0,180,0,0,0,0,0,0,180,180,0,0,180,0,0,0
"996","Baghdad","Karkh","Amreya 628",44.29972222,33.295,"21446","Rest of Iraq",246,41,0,0,0,0,0,0,0,0,246,0,0,186,60,0,0,0,0
"997","Baghdad","Karkh","Amreya 630",44.2997,33.295,"21448","Rest of Iraq",240,40,0,0,0,0,0,0,0,0,240,0,0,198,42,0,0,0,0
"998","Baghdad","Karkh","Amerya 638",44.2997,33.295,"21449","Rest of Iraq",246,41,0,0,0,0,0,0,0,0,246,0,0,204,42,0,0,0,0
"999","Baghdad","Karkh","Amerya 636",44.2997,33.295,"21452","Rest of Iraq",402,67,0,0,0,0,0,0,0,0,402,0,0,90,312,0,0,0,0
"1000","Kirkuk","Daquq","Hay Ashti",44.2624,35.0826,"21453","Rest of Iraq",2550,425,0,0,0,0,0,0,0,1500,1050,0,0,912,138,0,0,0,0
"1001","Baghdad","Karkh","Al Khadraa Mahalla 640",44.29888889,33.31861111,"21460","Rest of Iraq",552,92,0,0,0,0,0,0,0,0,552,0,0,264,288,0,0,0,0
"1002","Anbar","Heet","Hay Al Salam",42.52131,33.870199,"21469","Rest of Iraq",426,71,0,0,0,102,0,0,0,0,324,102,102,288,36,0,102,0,0
"1003","Anbar","Heet","Hay Al Khadraa",42.525905,33.881144,"21470","Rest of Iraq",684,114,0,36,0,90,0,0,0,0,558,126,90,474,84,0,90,36,0
"1004","Anbar","Heet","Hay Al Hurriya",42.524752,33.885179,"21471","Rest of Iraq",1410,235,0,0,0,144,0,0,0,0,1266,144,144,1164,102,0,144,0,0
"1005","Anbar","Al-Ka'im","Al Zalla",41.455566,34.421179,"21477","Rest of Iraq",390,65,0,0,0,66,48,0,0,0,276,114,66,276,0,48,66,0,0
"1006","Anbar","Falluja","Huwaiwa",43.706358,33.343584,"21559","Rest of Iraq",3072,512,0,168,48,414,0,66,0,0,2376,696,648,2298,78,48,414,168,66
"1007","Najaf","Najaf","Hay Al shaheed Al Sader 302",44.329537,32.058328,"21574","Rest of Iraq",414,69,0,0,0,0,0,0,0,0,414,0,0,0,414,0,0,0,0
"1008","Najaf","Najaf","Al Radhawiyah 3",44.396845,31.957595,"21575","Rest of Iraq",1518,253,0,0,138,0,0,0,0,0,1380,138,138,600,780,138,0,0,0
"1009","Baghdad","Al Resafa","Al Fudhiliyah -753",44.512654,33.335429,"21576","Rest of Iraq",30,5,0,0,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0
"1010","Ninewa","Mosul","Orta Kharab",43.231504,36.419169,"21580","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1011","Kerbala","Kerbala","Hay Al Rasool - 105",43.88717556,32.50337544,"21587","Rest of Iraq",1026,171,0,0,198,0,0,0,0,0,828,198,198,0,828,198,0,0,0
"1012","Salah al-Din","Samarra","Al Jubairiyah Al Thalitha",43.908233,34.184081,"21588","Rest of Iraq",468,78,0,60,36,108,0,0,0,0,264,204,0,114,150,36,108,60,0
"1013","Salah al-Din","Samarra","Al Armushia (Mahala 310)",43.912673,34.190978,"21589","Rest of Iraq",390,65,0,24,24,162,0,0,0,0,180,210,78,60,120,24,162,24,0
"1014","Salah al-Din","Samarra","Hay Salah Al-Din (Mahala 304)",43.901173,34.212917,"21590","Rest of Iraq",180,30,0,18,12,48,0,0,0,0,102,78,0,42,60,12,48,18,0
"1015","Salah al-Din","Tikrit","Hay Al sina'y / Al samad",43.710336,34.710114,"21592","Rest of Iraq",402,67,0,60,30,60,0,0,0,0,252,150,0,90,162,30,60,60,0
"1016","Salah al-Din","Samarra","Hay Al Zuhoor (Al qal'a 4) Mahala 202",43.854944,34.183085,"21594","Rest of Iraq",390,65,0,30,12,108,0,0,0,0,240,150,0,102,138,12,108,30,0
"1017","Ninewa","Mosul","Ba'shiqa",43.348266,36.453094,"21607","Rest of Iraq",3000,500,0,0,0,0,0,0,0,0,3000,0,0,1800,1200,0,0,0,0
"1018","Anbar","Falluja","AL Shihaa",43.705102,33.421163,"21614","Rest of Iraq",1722,287,0,396,0,114,0,30,0,0,1182,540,510,1134,48,0,114,396,30
"1019","Anbar","Falluja","Albu U'akash",43.698594,33.383081,"21615","Rest of Iraq",1110,185,0,0,0,0,0,0,0,0,1110,0,0,1110,0,0,0,0,0
"1020","Missan","Amara","Al Mudathra",47.185656,31.786319,"21620","Rest of Iraq",270,45,0,0,0,0,0,0,0,72,198,0,0,108,90,0,0,0,0
"1021","Baghdad","Adhamia","Al Sha'ab (Mahala 351)",44.389513,33.42514,"21629","Rest of Iraq",60,10,0,0,0,0,0,0,0,0,60,0,0,60,0,0,0,0,0
"1022","Basrah","Abu Al-Khaseeb","Al Ma'areef",47.890278,30.453611,"21638","Rest of Iraq",12,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
"1023","Basrah","Shatt Al-Arab","AL Jazira 3 - Hay Al Yuba",47.79388889,30.58833333,"21640","Rest of Iraq",30,5,0,0,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0
"1024","Basrah","Basrah","AL Qiziza",47.75305556,30.53916667,"21641","Rest of Iraq",18,3,0,0,0,0,0,0,0,0,18,0,0,18,0,0,0,0,0
"1025","Ninewa","Mosul","Hay Al Zahraa'",43.206363,36.385903,"21647","Rest of Iraq",1620,270,0,780,0,600,0,0,0,0,240,1380,1380,120,120,0,600,780,0
"1026","Babylon","Hilla","Nadir Al Ula",44.433,32.479,"21673","Rest of Iraq",126,21,0,0,0,0,0,0,0,0,126,0,0,126,0,0,0,0,0
"1027","Babylon","Hilla","Al Jami'een",44.437,32.485,"21678","Rest of Iraq",96,16,0,0,0,0,0,0,0,0,96,0,0,96,0,0,0,0,0
"1028","Kerbala","Kerbala","Hay Al Zahra'a - 113",44.164648,32.686205,"21682","Rest of Iraq",66,11,0,0,0,66,0,0,0,0,0,66,66,0,0,0,66,0,0
"1029","Baghdad","Al Resafa","Al Ma'amil - Mahala 772",44.5269,33.3903,"21692","Rest of Iraq",12,2,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0
"1030","Kirkuk","Kirkuk","Hay Azadi",44.058551,35.451209,"21702","Rest of Iraq",600,100,0,0,210,0,0,0,0,90,300,210,210,0,300,210,0,0,0
"1031","Kirkuk","Kirkuk","Nawroz",44.51783,35.318977,"21711","Rest of Iraq",1800,300,0,120,300,300,0,0,0,0,1080,720,720,1080,0,300,300,120,0
"1032","Salah al-Din","Samarra","Al Qal'a - Mahal 201",43.854762,34.184314,"21723","Rest of Iraq",30,5,0,0,0,30,0,0,0,0,0,30,0,0,0,0,30,0,0
"1033","Salah al-Din","Samarra","Hay Al Wathiq - Mahala 314",43.903055,34.187769,"21725","Rest of Iraq",330,55,0,0,48,138,0,0,0,0,144,186,90,54,90,48,138,0,0
"1034","Salah al-Din","Tikrit","Al Mu'askarat - Al Aslama 1",43.6118,34.7187,"21733","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1035","Anbar","Falluja","Al jdawil (qnatir)",43.963735,33.434659,"21742","Rest of Iraq",1008,168,0,96,0,114,0,0,0,0,798,210,210,636,162,0,114,96,0
"1036","Baghdad","Al Resafa","Ameen - Mahalla 745",44.5087,33.3073,"21751","Rest of Iraq",444,74,0,0,0,0,0,0,0,0,444,0,0,234,210,0,0,0,0
"1037","Baghdad","Al Resafa","Ameen - Mahalla 737",44.512,33.306,"21752","Rest of Iraq",30,5,0,0,0,0,0,0,0,0,30,0,0,12,18,0,0,0,0
"1038","Baghdad","Al Resafa","Ma'amil - Mahalla 799",44.5274,33.4186,"21753","Rest of Iraq",1086,181,0,288,438,78,0,0,0,0,282,804,804,282,0,438,78,288,0
"1039","Babylon","Al-Mahawil","Abu Sudairah",44.414,32.65,"21767","Rest of Iraq",12,2,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0
"1040","Qadissiya","Diwaniya","Sadir 4 / illegal housing",44.954484,31.9965,"21783","Rest of Iraq",330,55,0,0,0,84,0,0,0,0,246,84,0,150,96,0,84,0,0
"1041","Qadissiya","Diwaniya","Al Ghadir 1",44.959,31.968,"21817","Rest of Iraq",288,48,0,0,0,120,0,36,0,0,132,156,120,42,90,0,120,0,36
"1042","Basrah","Shatt Al-Arab","Al Nashwa - Center",47.602619,30.818035,"21829","Rest of Iraq",6,1,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0
"1043","Wassit","Kut","Anwar Al Sadir 150",45.501632,32.31101,"21868","Rest of Iraq",192,32,0,0,162,0,0,0,0,0,30,162,162,30,0,162,0,0,0
"1044","Baghdad","Al Resafa","Al Amin - Mahalla 741",44.5175,33.3078,"21888","Rest of Iraq",42,7,0,0,0,0,0,0,0,0,42,0,0,12,30,0,0,0,0
"1045","Baghdad","Al Resafa","Al Amin - Mahalla 747",44.5091,33.3026,"21889","Rest of Iraq",108,18,0,0,108,0,0,0,0,0,0,108,108,0,0,108,0,0,0
"1046","Baghdad","Adhamia","Hussainiya - Mahalla 211",44.409,33.549655,"21907","Rest of Iraq",270,45,0,0,0,0,0,0,0,0,270,0,0,270,0,0,0,0,0
"1047","Baghdad","Al Resafa","Al Ma'amil - mahalla 789",44.5276,33.3888,"21921","Rest of Iraq",90,15,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0
"1048","Ninewa","Al-Hamdaniya","Shaquli village",43.473548,36.318631,"21939","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1049","Ninewa","Telafar","'waynat village",42.395927,36.678335,"21941","Rest of Iraq",1800,300,0,600,300,300,0,0,0,0,600,1200,1200,450,150,300,300,600,0
"1050","Qadissiya","Diwaniya","Al Wihda 2",44.945,31.99,"21946","Rest of Iraq",120,20,0,0,0,0,0,0,0,0,120,0,0,48,72,0,0,0,0
"1051","Thi-Qar","Al-Rifa'i","Jiser Al Rifa'y",46.109269,31.71896,"21965","Rest of Iraq",120,20,0,0,0,0,0,0,0,0,120,0,0,60,60,0,0,0,0
"1052","Qadissiya","Hamza","Hay Hussain",44.97014,31.71427,"22000","Rest of Iraq",240,40,0,0,30,0,0,30,0,30,150,60,0,96,54,30,0,0,30
"1053","Baghdad","Adhamia","Al Husayniya - Mahalla 221",44.3935,33.556281,"22004","Rest of Iraq",174,29,0,0,0,0,0,0,0,0,174,0,0,174,0,0,0,0,0
"1054","Baghdad","Adhamia","Al Husayniya - Mahalla 225",44.388266,33.541606,"22005","Rest of Iraq",60,10,0,0,0,0,0,0,0,0,60,0,0,60,0,0,0,0,0
"1055","Baghdad","Adhamia","Al Hussainiya - Mahalla 202",44.423106,33.539513,"22032","Rest of Iraq",162,27,0,0,0,0,0,0,0,0,162,0,0,162,0,0,0,0,0
"1056","Baghdad","Adhamia","Al Hussayniya - Mahalla 207",44.408857,33.537764,"22033","Rest of Iraq",108,18,0,0,0,0,0,0,0,0,108,0,0,108,0,0,0,0,0
"1057","Missan","Ali Al-Gharbi","Hay Al Hurria - Ali Al Sharqi",46.73192,32.11766,"22047","Rest of Iraq",6,1,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0
"1058","Baghdad","Al Resafa","Al Ameen (Mahala 739)",44.5081,33.3093,"22054","Rest of Iraq",282,47,0,66,60,0,0,0,0,0,156,126,66,126,30,60,0,66,0
"1059","Baghdad","Al Resafa","Al Kamaliya (Mahla 757)",44.5124,33.3542,"22056","Rest of Iraq",54,9,0,0,0,0,0,0,0,0,54,0,0,36,18,0,0,0,0
"1060","Salah al-Din","Tikrit","Qaryat Erbaidha",43.611372,34.792611,"22059","Rest of Iraq",480,80,0,72,30,120,0,0,0,0,258,222,192,180,78,30,120,72,0
"1061","Salah al-Din","Balad","Qaryat Abu Sefa - 1",43.993104,34.065505,"22065","Rest of Iraq",162,27,0,0,0,0,0,0,0,0,162,0,0,0,162,0,0,0,0
"1062","Kirkuk","Al-Hawiga","Hay Al Saray",43.77527778,35.32194444,"22084","Rest of Iraq",900,150,0,0,0,0,0,0,0,0,900,0,0,900,0,0,0,0,0
"1063","Basrah","Basrah","Hay Al Rasheed",47.817384,30.477789,"22095","Rest of Iraq",24,4,0,0,0,0,0,0,0,0,24,0,0,18,6,0,0,0,0
"1064","Wassit","Kut","Al Shaheed Dawood",45.512,32.567,"22112","Rest of Iraq",42,7,0,0,0,0,24,0,0,0,18,24,0,18,0,24,0,0,0
"1065","Najaf","Najaf","Al Jam'aa 135",44.351981,32.031253,"22114","Rest of Iraq",24,4,0,0,0,0,0,0,0,0,24,0,0,0,24,0,0,0,0
"1066","Ninewa","Mosul","TaisKharab Sagheer - Imam Reda",43.378318,36.400308,"22128","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1067","Anbar","Falluja","Al Husaiwat",43.89684,33.403487,"22133","Rest of Iraq",1320,220,0,144,0,126,0,0,0,0,1050,270,270,936,114,0,126,144,0
"1068","Anbar","Falluja","Albu Khalifa",43.890464,33.437326,"22134","Rest of Iraq",1566,261,0,120,30,156,0,48,0,0,1212,354,276,1014,198,30,156,120,48
"1069","Babylon","Hilla","Al Hay Al Askary - Street 80",44.3886,32.44267,"22136","Rest of Iraq",396,66,0,0,210,0,0,0,0,0,186,210,210,186,0,210,0,0,0
"1070","Baghdad","Al Resafa","Hay Diyala - Mahalla 952",44.49374,33.260678,"22140","Rest of Iraq",354,59,0,0,90,0,186,0,0,0,78,276,276,24,54,276,0,0,0
"1071","Baghdad","Al Resafa","Al Kamaliya - Mahalla 759",44.5212,33.3533,"22145","Rest of Iraq",288,48,0,240,0,0,0,0,0,0,48,240,240,18,30,0,0,240,0
"1072","Thi-Qar","Al-Chibayish","Al Fohod",46.724671,30.970316,"22177","Rest of Iraq",12,2,0,0,0,0,0,0,0,0,12,0,0,6,6,0,0,0,0
"1073","Salah al-Din","Tikrit","Sadayrat Abo Ajeel",43.743893,34.615522,"22180","Rest of Iraq",120,20,0,120,0,0,0,0,0,0,0,120,120,0,0,0,0,120,0
"1074","Salah al-Din","Tikrit","Mahallat Awayjelya / 5",43.271648,35.557912,"22182","Rest of Iraq",510,85,0,60,60,90,0,0,0,0,300,210,90,180,120,60,90,60,0
"1075","Kirkuk","Kirkuk","Qaryat Kamptelar",44.322408,35.330062,"22199","Rest of Iraq",180,30,0,0,0,0,0,0,0,0,180,0,0,180,0,0,0,0,0
"1076","Missan","Amara","Al Salam",47.15079,31.87509,"22208","Rest of Iraq",162,27,0,120,0,0,0,0,0,0,42,120,120,18,24,0,0,120,0
"1077","Ninewa","Al-Hamdaniya","Al Zahraa' Complex",43.322865,36.353264,"22211","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1078","Ninewa","Al-Hamdaniya","Qaryat Al Muwafaqiya",43.324181,36.357901,"22214","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1079","Baghdad","Al Resafa","Hay Diyala - Mahalla 958",44.49944444,33.25055556,"22248","Rest of Iraq",168,28,0,0,0,0,0,0,0,90,78,0,0,54,24,0,0,0,0
"1080","Baghdad","Adhamia","Al Hussainiya - Mahalla 227",44.390101,33.550432,"22253","Rest of Iraq",162,27,0,0,0,0,0,0,0,0,162,0,0,162,0,0,0,0,0
"1081","Babylon","Hashimiya","Qaryat Al Tiyas",44.68128,32.37753,"22274","Rest of Iraq",162,27,0,0,0,0,0,0,0,0,162,0,0,162,0,0,0,0,0
"1082","Kerbala","Al-Hindiya","Hay Al Askari - Mahalla 113",44.197398,32.493845,"22285","Rest of Iraq",186,31,0,0,156,0,0,0,0,0,30,156,156,0,30,156,0,0,0
"1083","Kirkuk","Kirkuk","Hay Al Jami'a - Mahalla 622",44.35166667,35.40527778,"22296","Rest of Iraq",6960,1160,0,0,0,1080,0,240,0,1500,4140,1320,1260,3060,1080,0,1080,0,240
"1084","Ninewa","Al-Hamdaniya","Al Ghadeer complex",43.343227,36.350965,"22314","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1085","Ninewa","Mosul","Qaryat Al Daraweesh",43.299146,36.424001,"22315","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1086","Salah al-Din","Tikrit","Wadi Shisheen - 414",43.674108,34.594295,"22330","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1087","Salah al-Din","Tikrit","Qaryat Albu Ubaid (Al-shamaly) - Mahalla 428",43.666429,34.587096,"22335","Rest of Iraq",792,132,0,0,0,0,0,0,0,0,792,0,0,300,492,0,0,0,0
"1088","Salah al-Din","Baiji","Hay Al Sikak - Mahalla 107",43.456546,34.922424,"22339","Rest of Iraq",120,20,0,0,0,0,0,0,0,0,120,0,0,30,90,0,0,0,0
"1089","Thi-Qar","Nassriya","Share' Eshreen",46.257305,31.051035,"22344","Rest of Iraq",90,15,0,0,0,0,0,0,0,0,90,0,0,60,30,0,0,0,0
"1090","Ninewa","Tilkaif","Shaykhaka",43.16514,36.689131,"22365","Rest of Iraq",180,30,0,0,0,180,0,0,0,0,0,180,180,0,0,0,180,0,0
"1091","Babylon","Al-Mahawil","Al Rashayed",44.69287,32.71647,"22372","Rest of Iraq",108,18,0,0,0,0,0,0,0,0,108,0,0,108,0,0,0,0,0
"1092","Baghdad","Adhamia","Al Hussainiya - Mahalla 215",44.401632,33.537718,"22379","Rest of Iraq",156,26,0,0,0,0,0,0,0,0,156,0,0,156,0,0,0,0,0
"1093","Baghdad","Adhamia","Al Hussainiya - Mahalla 216",44.420432,33.553922,"22380","Rest of Iraq",48,8,0,0,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0
"1094","Baghdad","Adhamia","Al Hussainiya - Mahalla 219",44.399136,33.552263,"22381","Rest of Iraq",102,17,0,0,0,0,0,0,0,0,102,0,0,102,0,0,0,0,0
"1095","Kerbala","Kerbala","Hay Al Ameer -1",43.976566,32.627882,"22396","Rest of Iraq",132,22,0,0,132,0,0,0,0,0,0,132,120,0,0,132,0,0,0
"1096","Ninewa","Mosul","Qaryat Talyara",43.252766,36.444026,"22431","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1097","Salah al-Din","Tikrit","Qaryat Al muwadafeen 6",43.705285,34.705091,"22470","Rest of Iraq",216,36,0,0,0,0,0,0,0,0,216,0,0,0,216,0,0,0,0
"1098","Salah al-Din","Samarra","Hay Al Muthanna - Mahalla 312",43.916681,34.199078,"22473","Rest of Iraq",264,44,0,12,0,126,0,0,0,0,126,138,78,66,60,0,126,12,0
"1099","Salah al-Din","Samarra","Hay Al Dhubbat - Mahalla 334",43.897897,34.193002,"22474","Rest of Iraq",480,80,0,12,24,222,0,0,0,0,222,258,162,72,150,24,222,12,0
"1100","Ninewa","Sinjar","Hay Al Naser",41.745781,36.474816,"22490","Rest of Iraq",6,1,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0
"1101","Kirkuk","Kirkuk","Qaryat Tobzawa",44.45972222,35.65083333,"22495","Rest of Iraq",270,45,0,0,30,0,0,0,0,0,240,30,0,240,0,30,0,0,0
"1102","Kerbala","Kerbala","Al Askary - 107",43.973541,32.620119,"22500","Rest of Iraq",276,46,0,0,0,0,0,0,0,0,276,0,0,6,270,0,0,0,0
"1103","Missan","Ali Al-Gharbi"," Hay Al Salam",46.73134,32.12052,"22504","Rest of Iraq",36,6,0,0,0,0,0,0,0,0,36,0,0,36,0,0,0,0,0
"1104","Anbar","Falluja","Mujamma' Al Therthar Al Sakani",43.749764,33.369404,"22523","Rest of Iraq",1050,175,0,0,0,0,0,0,0,0,1050,0,0,1050,0,0,0,0,0
"1105","Anbar","Falluja","Al Zaghareed",43.68518,33.417925,"22524","Rest of Iraq",4932,822,0,216,0,402,0,144,0,0,4170,762,762,4122,48,0,402,216,144
"1106","Anbar","Falluja","Al Tal'a",43.658419,33.403899,"22525","Rest of Iraq",2064,344,0,78,30,378,0,84,0,0,1494,570,540,1344,150,30,378,78,84
"1107","Babylon","Al-Mahawil","Qaryat Al Haidery",44.54063,32.76207,"22527","Rest of Iraq",114,19,0,0,0,0,0,0,0,0,114,0,0,114,0,0,0,0,0
"1108","Baghdad","Thawra2","Sadir 5 - Mahalla 528",44.430501,33.38426,"22537","Rest of Iraq",18,3,0,0,0,0,0,0,0,0,18,0,0,6,12,0,0,0,0
"1109","Baghdad","Adhamia","Tunis - 330",44.365559,33.405405,"22538","Rest of Iraq",54,9,0,0,0,0,0,0,0,0,54,0,0,30,24,0,0,0,0
"1110","Ninewa","Mosul","Qaryat Beer Hillan",43.400491,36.41516,"22542","Rest of Iraq",306,51,0,0,0,0,0,0,0,0,306,0,0,306,0,0,0,0,0
"1111","Najaf","Najaf","Al Jam'ah 139",44.35874,32.033846,"22565","Rest of Iraq",258,43,0,0,150,0,0,0,0,0,108,150,150,0,108,150,0,0,0
"1112","Salah al-Din","Samarra","Hay Al Baladiya - 104",43.866787,34.202444,"22580","Rest of Iraq",330,55,0,24,18,108,0,0,0,0,180,150,0,90,90,18,108,24,0
"1113","Salah al-Din","Baiji","Hay Tal Al Za'tar - mahalla 219",43.490354,34.93565,"22581","Rest of Iraq",36,6,0,0,0,0,0,0,0,0,36,0,0,0,36,0,0,0,0
"1114","Salah al-Din","Tikrit","Mahalla Al 'A'ed - 3",43.713857,34.700858,"22585","Rest of Iraq",42,7,0,0,0,0,0,0,0,0,42,0,0,42,0,0,0,0,0
"1115","Qadissiya","Al-Shamiya","Hay Al Tabqa - Shamiyah",44.611576,31.962434,"22593","Rest of Iraq",156,26,0,0,60,36,0,0,0,0,60,96,0,30,30,60,36,0,0
"1116","Anbar","Falluja","Albu Shejel",43.626504,33.382564,"22606","Rest of Iraq",2532,422,0,510,30,126,0,0,0,0,1866,666,636,1824,42,30,126,510,0
"1117","Baghdad","Al Resafa","Hay Diyala - mahala 950",44.5,33.2,"22616","Rest of Iraq",138,23,0,0,0,0,0,0,0,0,138,0,0,108,30,0,0,0,0
"1118","Najaf","Najaf","Al Jazair 336",44.343132,32.057078,"22620","Rest of Iraq",306,51,0,0,108,0,0,0,0,36,162,108,108,0,162,108,0,0,0
"1119","Najaf","Kufa","Hay Al Mu'almin - Mahalla 208",44.383527,32.030381,"22621","Rest of Iraq",114,19,0,0,0,0,0,0,0,0,114,0,0,0,114,0,0,0,0
"1120","Wassit","Kut","Hay Al Thaqalain",45.8153,32.4697,"22693","Rest of Iraq",264,44,0,210,48,0,0,0,0,0,6,258,210,6,0,48,0,210,0
"1121","Baghdad","Adhamia","Al Hussainiya - Mahalla 213",44.409279,33.55647,"22698","Rest of Iraq",192,32,0,0,0,0,0,0,0,0,192,0,0,192,0,0,0,0,0
"1122","Anbar","Falluja","Al Rumila",43.642699,33.40346,"22705","Rest of Iraq",1338,223,0,390,0,84,0,0,0,0,864,474,474,840,24,0,84,390,0
"1123","Anbar","Falluja","Halabsa - Falluja",43.701182,33.337484,"22706","Rest of Iraq",2364,394,0,954,0,276,0,0,0,0,1134,1230,1230,972,162,0,276,954,0
"1124","Kerbala","Kerbala","Hay Al Mujtaba",44.017662,32.561501,"22716","Rest of Iraq",30,5,0,0,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0
"1125","Anbar","Falluja","Al A'rimiyah",43.675868,33.425571,"22755","Rest of Iraq",2526,421,0,600,0,108,1398,36,0,0,384,2142,2106,384,0,1398,108,600,36
"1126","Najaf","Najaf","Hay Al Yarmook 326",44.336245,32.06036,"22769","Rest of Iraq",360,60,0,0,0,0,0,0,0,0,360,0,0,0,360,0,0,0,0
"1127","Baghdad","Adhamia","Hay Al Rabee' 340",44.359,33.398,"22777","Rest of Iraq",78,13,0,0,0,0,0,0,0,0,78,0,0,36,42,0,0,0,0
"1128","Kerbala","Kerbala","Al Rawdhatain",44.02389,32.619106,"22786","Rest of Iraq",108,18,0,0,108,0,0,0,0,0,0,108,108,0,0,108,0,0,0
"1129","Salah al-Din","Samarra","Hay Al Rasheed - Mahalla 326",43.891429,34.189201,"22810","Rest of Iraq",450,75,0,78,24,90,0,0,0,0,258,192,0,108,150,24,90,78,0
"1130","Salah al-Din","Baiji","Qaryat Al Sareen",43.520556,34.872601,"22813","Rest of Iraq",132,22,0,0,0,0,0,0,0,0,132,0,0,24,108,0,0,0,0
"1131","Qadissiya","Diwaniya","Al Jumhori Al Sharqi",44.929238,31.992399,"22815","Rest of Iraq",108,18,0,0,0,0,0,0,0,0,108,0,0,18,90,0,0,0,0
"1132","Missan","Amara","Hay Sayed Jamil",47.174558,31.851961,"22826","Rest of Iraq",6,1,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0
"1133","Basrah","Al-Zubair","Hay Al Dirhamiyah 3",47.723,30.3791,"22858","Rest of Iraq",30,5,0,0,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0
"1134","Anbar","Falluja","Al Husi",43.795607,33.279703,"22864","Rest of Iraq",1140,190,0,240,0,216,0,0,0,0,684,456,456,570,114,0,216,240,0
"1135","Babylon","Al-Mahawil","Hay Al Salam",44.60798,32.743375,"22869","Rest of Iraq",42,7,0,0,0,0,0,0,0,0,42,0,0,18,24,0,0,0,0
"1136","Baghdad","Adhamia","Kri'at - 342",44.350529,33.424957,"22874","Rest of Iraq",78,13,0,0,0,0,0,0,0,0,78,0,0,42,36,0,0,0,0
"1137","Baghdad","Al Resafa","Al Sindibad - 949",44.471806,33.248046,"22880","Rest of Iraq",96,16,0,18,0,0,0,0,0,0,78,18,0,66,12,0,0,18,0
"1138","Baghdad","Thawra2","Sadir 2 - 518",44.418602,33.38112,"22884","Rest of Iraq",1590,265,0,756,108,0,0,0,0,0,726,864,864,726,0,108,0,756,0
"1139","Missan","Amara","Hay Al Shuhada - Al Komait",46.87577,32.03083,"22897","Rest of Iraq",30,5,0,30,0,0,0,0,0,0,0,30,0,0,0,0,0,30,0
"1140","Salah al-Din","Tikrit","Wadi sheshen - 424",43.670627,34.594418,"22899","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1141","Salah al-Din","Samarra","Hay Al imam - 103",43.873942,34.200572,"22903","Rest of Iraq",48,8,0,0,0,48,0,0,0,0,0,48,0,0,0,0,48,0,0
"1142","Najaf","Najaf","Hay Al Jaza'ar - 342",44.350595,32.051882,"22909","Rest of Iraq",264,44,0,0,0,0,0,0,0,0,264,0,0,0,264,0,0,0,0
"1143","Najaf","Najaf","Hay Al Yarmuk - 332",44.343653,32.062799,"22911","Rest of Iraq",318,53,0,0,120,0,0,0,0,0,198,120,120,0,198,120,0,0,0
"1144","Najaf","Najaf","Hay Al Jami'a - 141",44.347663,32.037901,"22912","Rest of Iraq",162,27,0,0,0,0,0,0,0,0,162,0,0,0,162,0,0,0,0
