"","Governorate","District","Place","Longitude","Latitude","PlaceID","base2","total","Master.Families","IDPs.in.Camps.or.transit.camps","School.Building","Mosques.Holly.Shrines","Abandoned.public.buildings.under.construction","Collective.centres","Informal.settlements","Military.Camps","Unknown.or.other","private.setting","communal.setting","communal.setting10","Hosted.or.Owned.Accomodation","Rented.Accomodation","Organised.site","Improvised.site","Squatted.schools","Open.air"
"1145","Najaf","Kufa","Hay Kinda 1 (Ibrahim ghamar shrine)",44.384669,32.24629,"22913","Rest of Iraq",378,63,0,0,378,0,0,0,0,0,0,378,378,0,0,378,0,0,0
"1146","Ninewa","Telafar","Kharab Kabir",42.545481,36.418423,"22924","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1147","Missan","Al-Kahla","hay Al Zahra' - Al Musharh",47.435597,31.819449,"22931","Rest of Iraq",18,3,0,0,0,0,0,0,0,0,18,0,0,12,6,0,0,0,0
"1148","Najaf","Najaf","Hay Al 'Urooba - 320",44.3353535,32.043141,"22937","Rest of Iraq",210,35,0,0,0,0,0,0,0,0,210,0,0,0,210,0,0,0,0
"1149","Najaf","Najaf","Hay Al 'Urooba - 322",44.339141,32.04536,"22938","Rest of Iraq",204,34,0,0,0,0,0,0,0,0,204,0,0,0,204,0,0,0,0
"1150","Salah al-Din","Baiji","Maslakha Al Sufla (Shikh Abdula village)",43.522957,35.081697,"22958","Rest of Iraq",600,100,0,60,60,120,0,0,0,0,360,240,120,330,30,60,120,60,0
"1151","Salah al-Din","Baiji","Maslakha Al 'Ulya",43.51989,35.090911,"22959","Rest of Iraq",240,40,0,30,0,90,0,0,0,0,120,120,90,90,30,0,90,30,0
"1152","Salah al-Din","Tikrit","Hay Shishin - 408",43.674842,34.609136,"22966","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1153","Salah al-Din","Baiji","Al Shiwesh village",43.56265,35.01345,"22969","Rest of Iraq",900,150,0,0,0,0,780,0,0,0,120,780,780,0,120,780,0,0,0
"1154","Baghdad","Al Resafa","Baghdad Al Jadidah - 701",44.472624,33.301837,"23003","Rest of Iraq",42,7,0,0,0,0,0,0,0,0,42,0,0,12,30,0,0,0,0
"1155","Baghdad","Al Resafa","Baghdad Al Jadidah - 709",44.491468,33.302037,"23004","Rest of Iraq",1410,235,0,708,462,0,0,0,0,0,240,1170,1170,102,138,462,0,708,0
"1156","Baghdad","Adhamia","Al Sha'ab - 331",44.421845,33.4192,"23005","Rest of Iraq",102,17,0,0,0,0,0,0,0,0,102,0,0,102,0,0,0,0,0
"1157","Baghdad","Al Resafa","Al U'baydi - 762",44.511428,33.37085,"23036","Rest of Iraq",42,7,0,0,0,0,0,0,0,0,42,0,0,24,18,0,0,0,0
"1158","Salah al-Din","Baiji","Hay Al Tammem - 103",43.488026,34.921593,"23058","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1159","Kirkuk","Al-Hawiga","Al Mahmodiya",43.96847,35.392084,"23072","Rest of Iraq",300,50,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0
"1160","Kerbala","Kerbala","Al Shreefat - 12",44.107806,32.721132,"23113","Rest of Iraq",72,12,0,0,0,18,0,0,0,0,54,18,0,30,24,0,18,0,0
"1161","Najaf","Najaf","Hay Al Jaza'ar - 338",44.346005,32.042089,"23118","Rest of Iraq",336,56,0,0,0,0,0,0,0,0,336,0,0,0,336,0,0,0,0
"1162","Salah al-Din","Tikrit","Al A'had Al Jadid village",43.710465,34.720933,"23145","Rest of Iraq",1110,185,0,180,0,120,0,0,0,0,810,300,300,540,270,0,120,180,0
"1163","Salah al-Din","Tikrit","Al Na'mah Al Janobiyah",43.057159,34.704873,"23146","Rest of Iraq",840,140,0,180,30,0,0,0,0,0,630,210,180,630,0,30,0,180,0
"1164","Salah al-Din","Tikrit","Hay Al Asry Al Jadid - 404",43.678755,34.605794,"23206","Rest of Iraq",60,10,0,0,0,0,0,0,0,0,60,0,0,18,42,0,0,0,0
"1165","Baghdad","Al Resafa","Al Mashtal - 735",44.516838,33.313694,"23210","Rest of Iraq",96,16,0,0,0,0,0,0,0,0,96,0,0,84,12,0,0,0,0
"1166","Salah al-Din","Tikrit","Al A'skari village",43.732593,34.635145,"23244","Rest of Iraq",900,150,0,120,90,210,0,0,0,0,480,420,420,120,360,90,210,120,0
"1167","Wassit","Kut","Al Hasan Al A'skari",45.7851,32.5289,"23256","Rest of Iraq",180,30,0,0,162,0,0,0,0,0,18,162,162,18,0,162,0,0,0
"1168","Kerbala","Kerbala","Al Hawra",44.040682,32.651745,"23265","Rest of Iraq",48,8,0,0,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0
"1169","Anbar","Falluja","Al Madina Al Siyahiya",43.571611,33.244907,"23276","Rest of Iraq",5040,840,0,240,0,720,0,0,0,0,4080,960,960,3180,900,0,720,240,0
"1170","Baghdad","Karkh","Hay Al A'mil - 803",44.39111111,33.33083333,"23284","Rest of Iraq",66,11,0,0,0,0,0,0,0,0,66,0,0,36,30,0,0,0,0
"1171","Salah al-Din","Al-Shirqat","Al Fajir village (Al Tasni')",43.219168,35.440358,"23300","Rest of Iraq",522,87,0,180,0,0,0,0,0,0,342,180,180,180,162,0,0,180,0
"1172","Babylon","Hilla","Hay Al Asatitha",44.406767,32.48361,"23318","Rest of Iraq",108,18,0,0,0,0,0,0,0,0,108,0,0,108,0,0,0,0,0
"1173","Baghdad","Al Resafa","Al Mashtal - 751",44.494548,33.330715,"23323","Rest of Iraq",618,103,0,156,60,0,0,0,0,0,402,216,156,384,18,60,0,156,0
"1174","Salah al-Din","Tikrit","Hay Uwainat - 1",43.728655,34.475435,"23439","Rest of Iraq",450,75,0,0,0,0,0,0,0,0,450,0,0,300,150,0,0,0,0
"1175","Najaf","Kufa","Albu No'man",44.44475,32.018497,"23485","Rest of Iraq",180,30,0,0,54,0,0,0,0,0,126,54,0,0,126,54,0,0,0
"1176","Salah al-Din","Tikrit","Al 'Uja Al Jadida - 7",43.692174,34.572478,"23492","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1177","Baghdad","Karkh","Hay Al A'mel - 805",44.226899,33.272231,"23506","Rest of Iraq",90,15,0,0,0,0,0,0,0,0,90,0,0,36,54,0,0,0,0
"1178","Basrah","Shatt Al-Arab","Al Hota",47.7739,30.6352,"23517","Rest of Iraq",6,1,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0
"1179","Salah al-Din","Tikrit","Ellme'abdi Al Shemaliya Village",43.910208,34.828764,"23527","Rest of Iraq",300,50,30,60,0,60,0,0,0,0,150,150,0,150,0,0,90,60,0
"1180","Salah al-Din","Baiji","Hay Al Sina'y - 201",43.483735,34.908328,"23529","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1181","Qadissiya","Diwaniya","Hay Al Jami'a - illegal",44.874854,32.00276,"23551","Rest of Iraq",144,24,0,0,0,0,0,30,0,0,114,30,0,0,114,0,0,0,30
"1182","Salah al-Din","Al-Shirqat","Al Jibariya village",43.198077,35.315266,"23560","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1183","Baghdad","Karkh","Al Ma'alef - 843",44.338982,33.222404,"23574","Rest of Iraq",102,17,0,0,0,0,0,0,0,0,102,0,0,102,0,0,0,0,0
"1184","Baghdad","Karkh","Al Saydiya - 823",44.252465,33.265745,"23575","Rest of Iraq",1194,199,0,1062,0,0,0,0,0,0,132,1062,1062,90,42,0,0,1062,0
"1185","Baghdad","Mahmoudiya","Al Rashid - Al A'dwaniya",44.384423,33.149272,"23578","Rest of Iraq",414,69,0,0,0,30,0,0,0,0,384,30,0,384,0,0,30,0,0
"1186","Ninewa","Mosul","Hay Al Tayran",43.140106,36.322797,"23590","Rest of Iraq",30,5,0,0,0,0,0,0,0,0,30,0,0,6,24,0,0,0,0
"1187","Kerbala","Kerbala","Hay Al Atebba - 354",44.002728,32.58295,"23594","Rest of Iraq",18,3,0,0,0,0,0,0,0,0,18,0,0,0,18,0,0,0,0
"1188","Baghdad","Al Resafa","Al U'baydi - 756",44.511428,33.37085,"23601","Rest of Iraq",36,6,0,0,0,0,0,0,0,0,36,0,0,36,0,0,0,0,0
"1189","Ninewa","Tilkaif","Jabir Ben Hayan collective",42.985285,36.460661,"23606","Rest of Iraq",570,95,0,0,0,570,0,0,0,0,0,570,570,0,0,0,570,0,0
"1190","Missan","Qal'at Saleh","Hay Al-Ameer",47.289951,31.530099,"23622","Rest of Iraq",120,20,0,0,0,0,0,0,0,60,60,0,0,42,18,0,0,0,0
"1191","Kirkuk","Kirkuk","Quriya",44.38444444,35.47138889,"23632","Rest of Iraq",540,90,0,0,0,0,0,0,0,0,540,0,0,90,450,0,0,0,0
"1192","Kirkuk","Kirkuk","Runaki",44.40916667,35.4475,"23634","Rest of Iraq",3000,500,0,0,0,750,0,0,0,600,1650,750,750,600,1050,0,750,0,0
"1193","Anbar","Ra'ua","Hay Al Salam",41.906718,34.490068,"23640","Rest of Iraq",726,121,0,90,0,72,0,0,0,0,564,162,162,300,264,0,72,90,0
"1194","Baghdad","Adhamia","Adhamia - 314",44.37111111,33.36694444,"23646","Rest of Iraq",726,121,0,0,0,0,0,0,0,0,726,0,0,330,396,0,0,0,0
"1195","Anbar","Al-Ka'im","Al Aubaidi Al Qadima",41.202051,34.421411,"23647","Rest of Iraq",966,161,0,84,0,168,102,0,0,0,612,354,354,210,402,102,168,84,0
"1196","Kirkuk","Al-Hawiga","Hay Al Salam",43.811402,35.324832,"23660","Rest of Iraq",300,50,0,0,0,0,0,0,0,120,180,0,0,180,0,0,0,0,0
"1197","Baghdad","Karkh","Al Jam'eah - 629",44.318929,33.318379,"23676","Rest of Iraq",468,78,0,0,0,0,0,0,0,114,354,0,0,312,42,0,0,0,0
"1198","Kerbala","Kerbala","Um Al Baneen village",43.980122,32.556328,"23679","Rest of Iraq",1134,189,0,0,1134,0,0,0,0,0,0,1134,1134,0,0,1134,0,0,0
"1199","Qadissiya","Diwaniya","Hay Al Sadir 1",44.927616,32.006825,"23680","Rest of Iraq",132,22,0,0,0,0,0,12,0,0,120,12,0,60,60,0,0,0,12
"1200","Qadissiya","Diwaniya","Hay Al Furat - 2",44.902471,32.019229,"23681","Rest of Iraq",222,37,0,0,0,60,0,0,0,0,162,60,0,42,120,0,60,0,0
"1201","Thi-Qar","Nassriya","Hay Mehidiya",46.153141,31.013518,"23683","Rest of Iraq",18,3,0,0,0,0,0,0,0,0,18,0,0,18,0,0,0,0,0
"1202","Thi-Qar","Nassriya","Um Al Dood",46.238101,31.091276,"23685","Rest of Iraq",30,5,0,6,0,0,0,0,0,0,24,6,0,6,18,0,0,6,0
"1203","Salah al-Din","Samarra","Hay Alqadisiya - 320",43.897897,34.193002,"23693","Rest of Iraq",540,90,0,18,0,252,0,0,0,0,270,270,210,120,150,0,252,18,0
"1204","Diyala","Ba'quba","Hay Al Intesar - 1",44.55666667,33.5719444,"23694","Rest of Iraq",288,48,0,0,0,0,0,0,0,0,288,0,0,288,0,0,0,0,0
"1205","Ninewa","Al-Hamdaniya","Khazna",43.358154,36.363317,"23699","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1206","Salah al-Din","Tikrit","hay Al Mutarda (Al Qadissiya) - 218",43.646741,34.662443,"23700","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1207","Salah al-Din","Tikrit","(Al Qadissiya) - 218 / 500",43.646741,34.662443,"23702","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1208","Wassit","Kut","Hay Al Hoqoqein",45.828739,32.53969,"23703","Rest of Iraq",96,16,0,0,60,0,0,0,0,0,36,60,0,36,0,60,0,0,0
"1209","Wassit","Al-Azezia","Mahdi Attalla village - 1",45.046776,32.912769,"23704","Rest of Iraq",12,2,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0
"1210","Najaf","Najaf","Al Rehab",44.33807,32.092206,"23705","Rest of Iraq",90,15,0,0,0,0,0,48,0,0,42,48,0,0,42,0,0,0,48
"1211","Kerbala","Ain Al-Tamur","Al Zakareet",43.728553,32.476044,"23706","Rest of Iraq",60,10,0,0,0,0,0,0,0,0,60,0,0,0,60,0,0,0,0
"1212","Kerbala","Kerbala","Al Za'reen",43.88717556,32.50337544,"23707","Rest of Iraq",870,145,0,0,0,0,0,0,0,870,0,0,0,0,0,0,0,0,0
"1213","Diyala","Ba'quba","Mohamed sakran",44.50572036,33.62063166,"23709","Rest of Iraq",348,58,0,0,0,0,0,0,0,0,348,0,0,348,0,0,0,0,0
"1214","Qadissiya","Diwaniya","Hay Al-Hadarah",44.896642,32.004086,"23715","Rest of Iraq",330,55,0,0,0,0,0,54,0,0,276,54,0,84,192,0,0,0,54
"1215","Baghdad","Karkh","Al Jam'eh -  627",44.318,33.318,"23727","Rest of Iraq",48,8,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0
"1216","Baghdad","Adhamia","Adhamiya - 310",44.3573,33.3665,"23728","Rest of Iraq",246,41,0,0,0,0,0,0,0,30,216,0,0,108,108,0,0,0,0
"1217","Baghdad","Adhamia","Adhamiya - 324",44.379717,33.39102,"23729","Rest of Iraq",84,14,0,0,0,0,0,0,0,0,84,0,0,42,42,0,0,0,0
"1218","Baghdad","Karkh","Al Jam'eh - 633",44.318929,33.318379,"23730","Rest of Iraq",636,106,0,0,0,0,0,0,0,390,246,0,0,228,18,0,0,0,0
"1219","Baghdad","Al Resafa","Al baladiyat - 738",44.478087,33.348783,"23731","Rest of Iraq",198,33,0,78,0,0,0,0,0,54,66,78,78,66,0,0,0,78,0
"1220","Baghdad","Al Resafa","Al-baida' - 315",44.414632,33.382357,"23732","Rest of Iraq",54,9,0,0,0,0,0,0,0,0,54,0,0,18,36,0,0,0,0
"1221","Baghdad","Karkh","Gharb jbor",44.468185,33.202643,"23733","Rest of Iraq",924,154,0,0,0,36,0,0,0,0,888,36,0,828,60,0,36,0,0
"1222","Baghdad","Karkh","Al Ghazaliya - 681",44.3458944,33.32011446,"23734","Rest of Iraq",840,140,0,0,0,0,0,0,0,0,840,0,0,600,240,0,0,0,0
"1223","Baghdad","Adhamia","Al Sha'ab - 333",44.40746,33.410303,"23736","Rest of Iraq",186,31,0,0,0,0,0,0,0,0,186,0,0,156,30,0,0,0,0
"1224","Baghdad","Karkh","Al iskan - 613",44.3458944,33.32011446,"23737","Rest of Iraq",30,5,0,0,0,0,0,0,0,0,30,0,0,12,18,0,0,0,0
"1225","Baghdad","Tarmia","Al Rawad",44.257653,33.730422,"23738","Rest of Iraq",606,101,0,0,0,0,0,66,0,0,540,66,66,540,0,0,0,0,66
"1226","Diyala","Ba'quba","Al Hawidar",44.627538,33.797987,"23740","Rest of Iraq",42,7,0,0,0,0,0,0,0,0,42,0,0,42,0,0,0,0,0
"1227","Kerbala","Al-Hindiya","Albu Kredah",44.17844724,32.53683843,"23743","Rest of Iraq",72,12,0,0,0,0,0,0,0,0,72,0,0,72,0,0,0,0,0
"1228","Kerbala","Ain Al-Tamur","Hay Al Hussein",43.490432,32.566032,"23744","Rest of Iraq",474,79,0,0,0,0,0,0,0,0,474,0,0,84,390,0,0,0,0
"1229","Kirkuk","Kirkuk","Hay Al-Askary",44.394421,35.411716,"23746","Rest of Iraq",4938,823,0,180,0,720,0,0,0,1320,2718,900,900,1290,1428,0,720,180,0
"1230","Najaf","Najaf","Al Qasim - 403",44.316762,32.049046,"23747","Rest of Iraq",114,19,0,0,0,0,0,0,0,0,114,0,0,0,114,0,0,0,0
"1231","Najaf","Najaf","Hay Al-Risala - 312",44.329699,32.037136,"23748","Rest of Iraq",408,68,0,0,0,0,0,0,0,0,408,0,0,0,408,0,0,0,0
"1232","Qadissiya","Diwaniya","Hay Al-Asry - 118",44.932328,31.98865,"23749","Rest of Iraq",12,2,0,0,0,0,0,0,0,0,12,0,0,6,6,0,0,0,0
"1233","Babylon","Hilla","Bustan Al-helu",44.4246,32.488,"23751","Rest of Iraq",24,4,0,0,0,0,0,0,0,0,24,0,0,24,0,0,0,0,0
"1234","Baghdad","Al Resafa","Al muthana - 710",44.462978,33.320336,"23752","Rest of Iraq",126,21,0,0,0,0,0,0,0,0,126,0,0,90,36,0,0,0,0
"1235","Diyala","Ba'quba","Katoon 7000",44.599589,33.754936,"23754","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1236","Baghdad","Al Resafa","Al Mashtal - 729",44.501263,33.322045,"23757","Rest of Iraq",156,26,0,0,0,0,0,0,0,0,156,0,0,120,36,0,0,0,0
"1237","Qadissiya","Diwaniya","Um Al Khail 2",44.899985,31.99448,"23764","Rest of Iraq",120,20,0,0,0,60,0,0,0,0,60,60,0,30,30,0,60,0,0
"1238","Salah al-Din","Samarra","Al-Tresha -  Albu Rahem",44.062031,34.077101,"23772","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1239","Salah al-Din","Samarra","Al-Tresha 2",44.144117,34.074717,"23773","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1240","Salah al-Din","Samarra","Al-Tresha -  Albu Fahed",44.06431,34.076965,"23774","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1241","Salah al-Din","Samarra","Al-Tresha -  Albu Shatb",44.063718,34.077942,"23775","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1242","Salah al-Din","Samarra","Qaryat Al Sakban",43.885828,34.058362,"23776","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1243","Salah al-Din","Samarra","Qaryat Albu Sayah",43.887756,34.063101,"23777","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1244","Salah al-Din","Samarra","Al Sa'yoya - Mahala 4",44.041902,34.081723,"23778","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1245","Salah al-Din","Samarra","Al Sa'yoya - Mahala 2",44.043664,34.090827,"23779","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1246","Salah al-Din","Samarra","Al Sa'yoya - Mahala 3",44.046947,34.086892,"23780","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1247","Salah al-Din","Samarra","Al Sa'yoya - Mahala 1",44.038839,34.088836,"23781","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1248","Anbar","Al-Ka'im","Hay Al Sham",41.05878,34.37618,"23787","Rest of Iraq",630,105,0,0,0,0,0,0,0,0,630,0,0,312,318,0,0,0,0
"1249","Anbar","Al-Ka'im","Hay Al Rashid",41.05878,34.37618,"23788","Rest of Iraq",462,77,0,0,0,0,0,0,0,0,462,0,0,234,228,0,0,0,0
"1250","Ninewa","Mosul","Hay Al Farouq",43.112252,36.355821,"23789","Rest of Iraq",348,58,0,150,0,60,0,0,0,0,138,210,150,90,48,0,60,150,0
"1251","Anbar","Al-Ka'im","Hay Al Shuhada'a",41.05878,34.37618,"23790","Rest of Iraq",594,99,0,0,0,0,0,0,0,0,594,0,0,240,354,0,0,0,0
"1252","Anbar","Al-Ka'im","Al Nahda Al-Sharqiyah",41.05878,34.37618,"23791","Rest of Iraq",330,55,0,0,0,0,0,0,0,0,330,0,0,114,216,0,0,0,0
"1253","Anbar","Al-Ka'im","Al Anga'a",41.05878,34.37618,"23792","Rest of Iraq",204,34,0,0,0,0,0,0,0,0,204,0,0,78,126,0,0,0,0
"1254","Anbar","Al-Ka'im","Hay Al Askary",41.05878,34.37618,"23793","Rest of Iraq",168,28,0,0,0,0,0,0,0,0,168,0,0,66,102,0,0,0,0
"1255","Anbar","Al-Ka'im","Hay Al Sina'y",41.05878,34.37618,"23794","Rest of Iraq",414,69,0,0,0,0,0,0,0,0,414,0,0,144,270,0,0,0,0
"1256","Anbar","Al-Ka'im","Al Rumanah Al Gharbiyah",41.0748,34.403923,"23795","Rest of Iraq",354,59,0,0,0,0,0,0,0,0,354,0,0,132,222,0,0,0,0
"1257","Anbar","Al-Ka'im","Al Rumanah Al Sharqiyah",41.0748,34.403923,"23796","Rest of Iraq",432,72,0,0,0,78,0,0,0,0,354,78,78,162,192,0,78,0,0
"1258","Anbar","Al-Ka'im","Al `Ubaydi-2",41.202051,34.421411,"23797","Rest of Iraq",1260,210,0,0,0,66,12,0,0,0,1182,78,66,672,510,12,66,0,0
"1259","Anbar","Al-Ka'im","Al `Ubaydi-Smnt",41.202051,34.421411,"23798","Rest of Iraq",816,136,0,0,0,0,0,0,0,0,816,0,0,378,438,0,0,0,0
"1260","Anbar","Ana","Hay Al Zera'I",41.977818,34.369352,"23799","Rest of Iraq",18,3,0,0,0,0,18,0,0,0,0,18,0,0,0,18,0,0,0
"1261","Anbar","Falluja","Al-Cettak",43.693096,33.651864,"23800","Rest of Iraq",4668,778,0,54,0,168,4176,60,0,0,210,4458,4344,210,0,4176,168,54,60
"1262","Anbar","Falluja","Al-A'zrakih",43.710402,33.360468,"23801","Rest of Iraq",1146,191,0,204,0,0,114,0,0,0,828,318,318,828,0,114,0,204,0
"1263","Anbar","Falluja","Albu Hawa",43.680362,33.304321,"23802","Rest of Iraq",924,154,0,120,0,216,0,0,0,0,588,336,336,540,48,0,216,120,0
"1264","Anbar","Falluja","Albo Hasan",43.729021,33.312843,"23803","Rest of Iraq",396,66,0,0,0,78,0,0,0,0,318,78,78,318,0,0,78,0,0
"1265","Anbar","Haditha","Hay Al-Kurnish",42.378481,34.128754,"23804","Rest of Iraq",222,37,0,0,0,0,0,0,0,0,222,0,0,156,66,0,0,0,0
"1266","Anbar","Haditha","Hay Al-shikh Al Hadid",42.378481,34.128754,"23805","Rest of Iraq",540,90,0,0,0,0,0,0,0,0,540,0,0,402,138,0,0,0,0
"1267","Anbar","Haditha","Hay Al-Mu'lameen",42.378481,34.128754,"23806","Rest of Iraq",918,153,0,0,0,0,0,0,0,0,918,0,0,438,480,0,0,0,0
"1268","Anbar","Haditha","Hay Al-Rifaq",42.378481,34.128754,"23807","Rest of Iraq",342,57,0,0,0,0,0,0,0,0,342,0,0,168,174,0,0,0,0
"1269","Anbar","Haditha","Hay Al-Thamaniya",42.378481,34.128754,"23808","Rest of Iraq",870,145,0,0,0,0,0,0,0,0,870,0,0,378,492,0,0,0,0
"1270","Anbar","Haditha","Al-sad Complex",42.378481,34.128754,"23809","Rest of Iraq",636,106,0,0,0,0,510,0,0,0,126,510,510,126,0,510,0,0,0
"1271","Anbar","Haditha","Hay Barwanah Al Sharqiyah",42.386598,34.095247,"23810","Rest of Iraq",1458,243,0,0,54,0,0,174,0,0,1230,228,120,726,504,54,0,0,174
"1272","Anbar","Haditha","Hay Barwanah Al Gharbiyah",42.386598,34.095247,"23811","Rest of Iraq",342,57,0,0,0,0,0,0,0,0,342,0,0,258,84,0,0,0,0
"1273","Anbar","Haditha","Hay Ibn Bittar",42.386598,34.095247,"23812","Rest of Iraq",576,96,0,0,0,0,144,0,0,0,432,144,144,282,150,144,0,0,0
"1274","Anbar","Haditha","Hay Al Shuhada'a",42.386598,34.095247,"23813","Rest of Iraq",1302,217,0,0,0,120,0,0,0,0,1182,120,120,612,570,0,120,0,0
"1275","Anbar","Haditha","Hay Al-A'lya'a",42.386598,34.095247,"23814","Rest of Iraq",600,100,0,0,0,0,0,30,0,0,570,30,0,276,294,0,0,0,30
"1276","Anbar","Haditha","Hay Al-Farouq",42.386598,34.095247,"23815","Rest of Iraq",756,126,0,0,18,18,0,90,0,0,630,126,0,474,156,18,18,0,90
"1277","Anbar","Haditha","Hay Al-Amin",42.386598,34.095247,"23816","Rest of Iraq",624,104,0,0,0,0,0,0,0,0,624,0,0,378,246,0,0,0,0
"1278","Anbar","Haditha","Hay Al Sha'y",42.386598,34.095247,"23817","Rest of Iraq",582,97,0,0,0,0,0,60,0,0,522,60,0,288,234,0,0,0,60
"1279","Anbar","Haditha","Hay Ibn Al Haitham",42.386598,34.095247,"23818","Rest of Iraq",870,145,0,0,0,0,0,0,0,0,870,0,0,468,402,0,0,0,0
"1280","Anbar","Haditha","Hay Al Haqlaniyah Qadim",42.410826,34.018881,"23819","Rest of Iraq",1104,184,0,0,0,0,0,72,0,0,1032,72,72,402,630,0,0,0,72
"1281","Anbar","Haditha","Hay K 28",42.410826,34.018881,"23820","Rest of Iraq",498,83,0,0,0,0,0,0,0,0,498,0,0,384,114,0,0,0,0
"1282","Anbar","Haditha","Albu Hayat",42.410826,34.018881,"23822","Rest of Iraq",2088,348,0,120,0,0,0,0,0,0,1968,120,120,1428,540,0,0,120,0
"1283","Anbar","Haditha","Haqlaniyah - Al shuhada'a",42.410826,34.018881,"23823","Rest of Iraq",738,123,0,0,0,0,0,0,0,0,738,0,0,402,336,0,0,0,0
"1284","Anbar","Haditha","Al-Mutanabi",42.410826,34.018881,"23824","Rest of Iraq",630,105,0,0,0,0,0,0,0,0,630,0,0,402,228,0,0,0,0
"1285","Anbar","Haditha","Zaghdan",42.410826,34.018881,"23825","Rest of Iraq",414,69,0,0,0,0,0,0,0,0,414,0,0,144,270,0,0,0,0
"1286","Anbar","Heet","Al-Khaldiyah",42.820795,33.642989,"23826","Rest of Iraq",1194,199,0,0,0,174,0,0,0,0,1020,174,174,1020,0,0,174,0,0
"1287","Anbar","Heet","Al-Qalqalah",42.820795,33.642989,"23827","Rest of Iraq",444,74,0,0,0,0,0,0,0,0,444,0,0,444,0,0,0,0,0
"1288","Anbar","Heet","Al A'wasel",42.820795,33.642989,"23828","Rest of Iraq",918,153,0,318,0,366,0,0,0,0,234,684,624,234,0,0,366,318,0
"1289","Anbar","Heet","Binan",42.820795,33.642989,"23829","Rest of Iraq",1716,286,0,0,0,120,0,0,0,0,1596,120,120,1596,0,0,120,0,0
"1290","Anbar","Heet","Al Khudha",42.820795,33.642989,"23830","Rest of Iraq",756,126,0,0,0,198,0,0,0,0,558,198,198,558,0,0,198,0,0
"1291","Anbar","Heet","Al-Sikak",42.820795,33.642989,"23831","Rest of Iraq",1026,171,0,0,0,450,0,0,0,0,576,450,450,576,0,0,450,0,0
"1292","Anbar","Heet","Al-Ma'mora",42.820795,33.642989,"23832","Rest of Iraq",1932,322,0,0,0,192,0,0,0,0,1740,192,192,1740,0,0,192,0,0
"1293","Anbar","Heet","Hay Al-Sina'y",42.820795,33.642989,"23833","Rest of Iraq",1320,220,0,0,0,1320,0,0,0,0,0,1320,1320,0,0,0,1320,0,0
"1294","Anbar","Heet","Kapisah - Hay Al-Sina'y",42.614089,33.593634,"23835","Rest of Iraq",1614,269,0,0,42,300,0,0,0,0,1272,342,300,942,330,42,300,0,0
"1295","Anbar","Heet","Al Heet - Smnet Collective",42.614089,33.593634,"23836","Rest of Iraq",810,135,0,198,0,66,0,0,0,0,546,264,264,402,144,0,66,198,0
"1296","Anbar","Heet","Hay Al-Sadiq",42.59836368,33.84574074,"23837","Rest of Iraq",678,113,0,0,12,198,0,0,0,0,468,210,198,366,102,12,198,0,0
"1297","Anbar","Heet","Hay Al Farouq",42.614089,33.593634,"23838","Rest of Iraq",510,85,0,0,0,12,0,0,0,0,498,12,0,384,114,0,12,0,0
"1298","Anbar","Heet","Hay Al Ma'moun",42.614089,33.593634,"23839","Rest of Iraq",540,90,0,0,0,54,0,0,0,0,486,54,0,354,132,0,54,0,0
