"","Seq","Master.ID","DTM.ID","Master.Families","Origin.Governorate","Displacement.Info.Status","Governorate","District","Sub.District","Area","Place","Place_ar","PlaceID","Longitude","Latitude","Last.Asst.Rd#","Current.Round","Current.Round.Date","IDPs.in.Camps.or.transit.camps","Rented.Hotel","Rented.House","IDP.Owned.House","With.Relative","With.HC.non.Relative","School.Building","Mosques.Holly.Shrines","Abandoned.public.buildings.under.construction","Collective.centres","Informal.settlements","Military.Camps","Unknown.or.other","sufficient.access.to.food","adequate.access.to.potable.water","in.need.of.CRIs","adequate.sanitation.facilities","access.to.functioning.health.facilities","priority.need.of.the.displaced.population.in.the.location","has.received.assistance","assistance.previously.received","Note","Date.Displacement","total","Month.Displacement","communal.setting","private.setting","pc.communal","pc.camp","priority.Food","priority.Shelter","priority.NFI","priority.Water","priority.Cash","priority.Health","priority.Child","class.total","class.pccommunal","class.school","class.camp","class.date","datecut","Assistance.received","Shelterpriority","Hosted.or.Owned.Accomodation","Rented.Accomodation","Organised.site","Improvised.site","Squatted.schools","Open.air","base2","IDPs.in.Camps.or.transit.camps10","School.Building10","Mosques.Holly.Shrines10","Abandoned10","Collective.centres10","Informal.settlements10","Military.Camps10","communal.setting10"
"592",599,NA,NA,5,"Anbar","Same","Babylon","Hilla",NA,NA,"Emhezem Al Qadima","محيزم القديمة","23940",44.406,32.505,NA,NA,NA,0,0,0,0,30,0,0,0,0,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,30,"Jun-14",0,30,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,30,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"593",600,NA,NA,3,"Ninewa","Same","Babylon","Hilla",NA,NA,"Emhezem Al Qadima","محيزم القديمة","23940",44.406,32.505,NA,NA,NA,0,0,0,0,0,18,0,0,0,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,18,"Jun-14",0,18,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,18,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"594",601,NA,NA,10,"Ninewa","Same","Babylon","Hilla",NA,NA,"Hamza Al Dali Village","قرية حمزه الدلي","7143",44.38261,32.24419,NA,NA,NA,0,0,0,0,0,60,0,0,0,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,60,"Jun-14",0,60,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,60,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"595",602,NA,NA,1,"Anbar","Same","Babylon","Hilla",NA,NA,"Hamza Al Dali Village","قرية حمزه الدلي","7143",44.38261,32.24419,NA,NA,NA,0,0,0,0,6,0,0,0,0,0,0,0,0,"Yes","Yes","No","Yes",NA,NA,NA,NA,NA,2014-05-15,6,"May-14",0,6,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Pre-June",1,0,6,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"596",603,NA,NA,11,"Ninewa","Same","Babylon","Hilla",NA,NA,"Hay Al Asatitha","الاساتذه","23318",44.406767,32.48361,NA,NA,NA,0,0,0,0,0,66,0,0,0,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,66,"Jun-14",0,66,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,66,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"597",604,NA,NA,7,"Ninewa","Same","Babylon","Hilla",NA,NA,"Hay Al Asatitha","الاساتذه","23318",44.406767,32.48361,NA,NA,NA,0,0,0,0,18,24,0,0,0,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-07-15,42,"Jul-14",0,42,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,42,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"598",606,NA,NA,7,"Ninewa","Same","Babylon","Hilla",NA,NA,"Hay Al Hussain - Abu Gharaq","ناحية ابي غرق - حي الحسين","24457",44.363787,32.524742,NA,NA,NA,0,0,0,0,0,0,0,0,42,0,0,0,0,"No","No","No","Yes",NA,NA,NA,NA,NA,2014-06-15,42,"Jun-14",42,0,1,0,0,0,0,0,0,0,0,1,5,1,1,0,"Post-June",1,0,0,0,0,42,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"599",607,NA,NA,10,"Ninewa","Same","Babylon","Hilla",NA,NA,"Hay Al Hussain - Abu Gharaq","ناحية ابي غرق - حي الحسين","24457",44.363787,32.524742,NA,NA,NA,0,0,0,0,0,0,0,60,0,0,0,0,0,"No","No","No","Yes",NA,NA,NA,NA,NA,2014-08-15,60,"Aug-14",60,0,1,0,0,0,0,0,0,0,0,1,5,1,1,0,"Post-June",1,0,0,0,60,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"600",608,NA,NA,3,"Anbar","Same","Babylon","Hilla",NA,NA,"Hay Al Karamah 1","مركز المدينة - حي الكرامة /1","7171",44.4156,32.484,NA,NA,NA,0,0,6,0,12,0,0,0,0,0,0,0,0,"Unknown","Yes","No","Yes",NA,NA,NA,NA,NA,2014-05-15,18,"May-14",0,18,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Pre-June",1,0,12,6,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"601",609,NA,NA,14,"Ninewa","Same","Babylon","Hilla",NA,NA,"Hay Al Karamah 1","مركز المدينة - حي الكرامة /1","7171",44.4156,32.484,NA,NA,NA,0,0,0,0,0,84,0,0,0,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,84,"Jun-14",0,84,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,84,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"602",611,NA,NA,1,"Anbar","Same","Babylon","Hilla",NA,NA,"Hay Al-Akrad","حي الاكراد","24088",44.437,32.4869,NA,NA,NA,0,0,0,0,6,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-05-15,6,"May-14",0,6,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Pre-June",1,0,6,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"603",612,NA,NA,3,"Anbar","Same","Babylon","Hilla",NA,NA,"Hay Al-Muhandiseen 2","حب المهندسين - 2","7174",44.402,32.4536,NA,NA,NA,0,0,18,0,0,0,0,0,0,0,0,0,0,"Unknown","Yes","No","Yes",NA,NA,NA,NA,NA,2014-05-15,18,"May-14",0,18,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Pre-June",1,0,0,18,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"604",613,NA,NA,49,"Ninewa","Same","Babylon","Hilla",NA,NA,"Hay Al-Muhandiseen 2","حب المهندسين - 2","7174",44.402,32.4536,NA,NA,NA,0,0,0,0,0,216,0,78,0,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,294,"Jun-14",78,216,0.26530612244898,0,0,0,0,0,0,0,0,1,2,1,1,0,"Post-June",1,0,216,0,78,0,0,0,"Rest of Iraq",0,0,78,0,0,0,0,78
"605",614,NA,NA,2,"Diyala","Same","Babylon","Hilla",NA,NA,"Hay Al-Muhandiseen 2","حب المهندسين - 2","7174",44.402,32.4536,NA,NA,NA,0,0,0,0,0,12,0,0,0,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-07-15,12,"Jul-14",0,12,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,12,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"606",615,NA,NA,10,"Salah al-Din","Same","Babylon","Hilla",NA,NA,"Hay Al-Muhandiseen 2","حب المهندسين - 2","7174",44.402,32.4536,NA,NA,NA,0,0,0,0,0,60,0,0,0,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-07-15,60,"Jul-14",0,60,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,60,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"607",616,NA,NA,22,"Ninewa","Same","Babylon","Hilla",NA,NA,"Hay Al-Muharbeen","المحاربين","7145",44.412674,32.488572,NA,NA,NA,0,0,0,0,0,132,0,0,0,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,132,"Jun-14",0,132,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,132,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"608",617,NA,NA,3,"Anbar","Same","Babylon","Hilla",NA,NA,"Hay Al-Teyara 1","الطيارة/1","23945",44.425,32.499,NA,NA,NA,0,0,6,0,0,12,0,0,0,0,0,0,0,"Unknown","Yes","No","Yes",NA,NA,NA,NA,NA,2014-05-15,18,"May-14",0,18,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Pre-June",1,0,12,6,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"609",619,NA,NA,70,"Ninewa","Same","Babylon","Hilla",NA,NA,"Hay Alzahraa","ناحية ابي غرق - حي الزهراء","24515",44.356796,32.526924,NA,NA,NA,0,0,0,0,0,0,0,420,0,0,0,0,0,"No","No","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,420,"Jun-14",420,0,1,0,0,0,0,0,0,0,0,1,5,1,1,0,"Post-June",1,0,0,0,420,0,0,0,"Rest of Iraq",0,0,420,0,0,0,0,420
"610",620,NA,NA,6,"Ninewa","Same","Babylon","Hilla",NA,NA,"Hay Al-Zahra'a","مركز الحله - حي الزهراء","7212",44.312616,32.434738,NA,NA,NA,0,0,0,0,0,0,0,36,0,0,0,0,0,"","","","",NA,NA,NA,NA,NA,2014-07-15,36,"Jul-14",36,0,1,0,0,0,0,0,0,0,0,1,5,1,1,0,"Post-June",1,0,0,0,36,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"611",621,NA,NA,15,"Ninewa","Same","Babylon","Hilla",NA,NA,"Hay Al-Zahra'a","مركز الحله - حي الزهراء","7212",44.312616,32.434738,NA,NA,NA,0,0,0,0,0,60,0,0,0,0,0,0,30,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-08-15,90,"Aug-14",0,60,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,60,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"612",622,NA,NA,35,"Ninewa","Same","Babylon","Hilla",NA,NA,"Hay Nadir 2","نادر 2","24337",44.427596,32.446647,NA,NA,NA,0,0,0,0,0,108,0,102,0,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-07-15,210,"Jul-14",102,108,0.485714285714286,0,0,0,0,0,0,0,0,1,3,1,1,0,"Post-June",1,0,108,0,102,0,0,0,"Rest of Iraq",0,0,102,0,0,0,0,102
"613",623,NA,NA,36,"Ninewa","Same","Babylon","Hilla",NA,NA,"Hay Shubar","حي شبر","24691",44.43253,32.487587,NA,NA,NA,0,0,0,0,0,0,0,0,0,216,0,0,0,"No","No","Yes","Yes",NA,NA,NA,NA,NA,2014-07-15,216,"Jul-14",216,0,1,0,0,0,0,0,0,0,0,1,5,1,1,0,"Post-June",1,0,0,0,216,0,0,0,"Rest of Iraq",0,0,0,0,216,0,0,216
"614",624,NA,NA,1,"Anbar","Same","Babylon","Hilla",NA,NA,"Hor Al Sultan","هور السلطان","7222",44.395,32.286,NA,NA,NA,0,0,0,0,6,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,6,"Jun-14",0,6,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,6,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"615",625,NA,NA,3,"Salah al-Din","Same","Babylon","Hilla",NA,NA,"Karaghol","كراغول","24275",44.42865,32.457444,NA,NA,NA,0,0,0,0,18,0,0,0,0,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,18,"Jun-14",0,18,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,18,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"616",626,NA,NA,1,"Anbar","Same","Babylon","Hilla",NA,NA,"Kurete'ah","كريطعه","23951",44.421,32.487,NA,NA,NA,0,0,6,0,0,0,0,0,0,0,0,0,0,"Unknown","Yes","No","Yes",NA,NA,NA,NA,NA,2014-05-15,6,"May-14",0,6,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Pre-June",1,0,0,6,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"617",627,NA,NA,24,"Anbar","Same","Babylon","Hilla",NA,NA,"Kurete'ah","كريطعه","23951",44.421,32.487,NA,NA,NA,0,0,0,0,0,108,0,36,0,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-08-15,144,"Aug-14",36,108,0.25,0,0,0,0,0,0,0,0,1,2,1,1,0,"Post-June",1,0,108,0,36,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"618",628,NA,NA,27,"Ninewa","Same","Babylon","Hilla",NA,NA,"Kurete'ah","كريطعه","23951",44.421,32.487,NA,NA,NA,0,0,0,0,0,102,0,60,0,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,162,"Jun-14",60,102,0.37037037037037,0,0,0,0,0,0,0,0,1,3,1,1,0,"Post-June",1,0,102,0,60,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"619",629,NA,NA,46,"Ninewa","Same","Babylon","Hilla",NA,NA,"Muhaizem 2 - Abu Gharaq","ناحية ابي غرق - محيزم 2","24454",44.399007,32.51164,NA,NA,NA,0,0,0,0,0,120,0,156,0,0,0,0,0,"No","No","No","Yes",NA,NA,NA,NA,NA,2014-06-15,276,"Jun-14",156,120,0.565217391304348,0,0,0,0,0,0,0,0,1,4,1,1,0,"Post-June",1,0,120,0,156,0,0,0,"Rest of Iraq",0,0,156,0,0,0,0,156
"620",630,NA,NA,5,"Ninewa","Same","Babylon","Hilla",NA,NA,"Muhaizem 2 - Abu Gharaq","ناحية ابي غرق - محيزم 2","24454",44.399007,32.51164,NA,NA,NA,0,0,0,0,0,0,0,30,0,0,0,0,0,"No","No","No","Yes",NA,NA,NA,NA,NA,2014-08-15,30,"Aug-14",30,0,1,0,0,0,0,0,0,0,0,1,5,1,1,0,"Post-June",1,0,0,0,30,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"621",631,NA,NA,18,"Ninewa","Same","Babylon","Hilla",NA,NA,"Nadir Al Ula","نادر 1","21673",44.433,32.479,NA,NA,NA,0,0,0,0,0,108,0,0,0,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,108,"Jun-14",0,108,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,108,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"622",632,NA,NA,3,"Diyala","Same","Babylon","Hilla",NA,NA,"Nadir Al Ula","نادر 1","21673",44.433,32.479,NA,NA,NA,0,0,0,0,18,0,0,0,0,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,18,"Jun-14",0,18,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,18,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"623",634,NA,NA,10,"Ninewa","Same","Babylon","Hilla",NA,NA,"Omran Ibn Ali","عمران بن علي","24338",44.421187,32.531901,NA,NA,NA,0,0,0,0,0,0,0,60,0,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-07-15,60,"Jul-14",60,0,1,0,0,0,0,0,0,0,0,1,5,1,1,0,"Post-June",1,0,0,0,60,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"624",635,NA,NA,3,"Anbar","Same","Babylon","Hilla",NA,NA,"Qas Sowelem - Compound","كص سويلم - المجمع السكني","23950",44.40647,32.41509,NA,NA,NA,0,0,18,0,0,0,0,0,0,0,0,0,0,"Unknown","Yes","No","Yes",NA,NA,NA,NA,NA,2014-05-15,18,"May-14",0,18,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Pre-June",1,0,0,18,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"625",636,NA,NA,225,"Ninewa","Same","Babylon","Hilla",NA,NA,"Qas Sowelem - Compound","كص سويلم - المجمع السكني","23950",44.40647,32.41509,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1350,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,1350,"Jun-14",0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,"Post-June",1,0,0,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"626",637,NA,NA,15,"Ninewa","Same","Babylon","Hilla",NA,NA,"Saif Saad","سيف سعد","24462",44.482577,32.483062,NA,NA,NA,0,0,0,0,0,90,0,0,0,0,0,0,0,"No","No","Yes","Yes",NA,NA,NA,NA,NA,2014-08-15,90,"Aug-14",0,90,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,90,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"627",638,NA,NA,12,"Anbar","Same","Babylon","Hilla",NA,NA,"Singar","سنجار","7166",44.41,32.529,NA,NA,NA,0,0,0,0,0,72,0,0,0,0,0,0,0,"Yes","Yes","Unknown","No",NA,NA,NA,NA,NA,2014-05-15,72,"May-14",0,72,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Pre-June",1,0,72,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"628",639,NA,NA,32,"Ninewa","New","Babylon","Hilla",NA,NA,"Tajia village","التاجية","7139",44.41,32.423611,NA,NA,NA,0,0,0,0,0,192,0,0,0,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-07-15,192,"Jul-14",0,192,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,192,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"629",640,NA,NA,25,"Ninewa","Same","Babylon","Hilla",NA,NA,"Zighaib al-arab/1","ناحية ابي غرق - زغيب العرب","7097",44.269722,32.523056,NA,NA,NA,0,0,0,0,0,0,0,150,0,0,0,0,0,"No","No","Yes","Yes",NA,NA,NA,NA,NA,2014-07-15,150,"Jul-14",150,0,1,0,0,0,0,0,0,0,0,1,5,1,1,0,"Post-June",1,0,0,0,150,0,0,0,"Rest of Iraq",0,0,150,0,0,0,0,150
"630",641,NA,NA,20,"Ninewa","Same","Babylon","Hilla",NA,NA,"Zwir AlGharbi","زوير الغربي","24420",44.421289,32.515512,NA,NA,NA,0,0,0,0,0,120,0,0,0,0,0,0,0,"No","No","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,120,"Jun-14",0,120,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,120,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"631",642,NA,NA,15,"Ninewa","Same","Babylon","Hilla",NA,NA,"Zwir AlGharbi","زوير الغربي","24420",44.421289,32.515512,NA,NA,NA,0,0,0,0,0,90,0,0,0,0,0,0,0,"No","Yes","No","Yes",NA,NA,NA,NA,NA,2014-07-15,90,"Jul-14",0,90,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,90,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"632",643,NA,NA,144,"Anbar","Same","Baghdad","Abu Ghraib",NA,NA,"1 Athar","1 اذار","21173",44.17777778,33.30194444,NA,NA,NA,0,0,450,0,150,0,0,0,0,0,0,0,264,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-04-15,864,"Apr-14",0,600,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Pre-June",1,0,150,450,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"633",644,NA,NA,100,"Anbar","Same","Baghdad","Abu Ghraib",NA,NA,"1 Huzairan","1 حزيران","7671",44.185298,33.303123,NA,NA,NA,0,0,600,0,0,0,0,0,0,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-05-15,600,"May-14",0,600,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Pre-June",1,0,0,600,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"634",645,NA,NA,367,"Anbar","Same","Baghdad","Abu Ghraib",NA,NA,"Abo Moniaser","ابو منيصير","24047",44.106602,33.299024,NA,NA,NA,0,0,204,0,1170,0,0,0,0,0,0,0,828,"No","No","Yes","Yes",NA,NA,NA,NA,NA,2014-04-15,2202,"Apr-14",0,1374,0,0,0,0,0,0,0,0,0,2,1,1,1,1,"Pre-June",1,0,1170,204,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"635",646,NA,NA,1,"Ninewa","Same","Baghdad","Abu Ghraib",NA,NA,"Abu Gharaib","مركز ابو غريب ","7260",44.058559,33.294047,NA,NA,NA,0,0,0,0,6,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,6,"Jun-14",0,6,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,6,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"636",647,NA,NA,100,"Anbar","Same","Baghdad","Abu Ghraib",NA,NA,"Akr koof - 14","عكركوف","24041",44.138887,33.354678,NA,NA,NA,0,0,600,0,0,0,0,0,0,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-04-15,600,"Apr-14",0,600,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Pre-June",1,0,0,600,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"637",648,NA,NA,47,"Anbar","Same","Baghdad","Abu Ghraib",NA,NA,"Al A'bady","العبادي","24051",44.063049,33.299057,NA,NA,NA,0,0,0,0,174,0,0,0,0,0,0,0,108,"No","No","Yes","Yes",NA,NA,NA,NA,NA,2014-04-15,282,"Apr-14",0,174,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Pre-June",1,0,174,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"638",649,NA,NA,35,"Anbar","Same","Baghdad","Abu Ghraib",NA,NA,"Al A'yashiyah 9","العياشية - 9","24058",44.201667,33.355,NA,NA,NA,0,0,0,0,150,0,0,0,0,0,0,0,60,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-04-15,210,"Apr-14",0,150,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Pre-June",1,0,150,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"639",650,NA,NA,37,"Anbar","Same","Baghdad","Abu Ghraib",NA,NA,"Al Daham","الدهام","24050",44.063049,33.299057,NA,NA,NA,0,0,0,0,66,0,0,0,0,0,0,0,156,"No","No","Yes","Yes",NA,NA,NA,NA,NA,2014-04-15,222,"Apr-14",0,66,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Pre-June",1,0,66,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"640",651,NA,NA,50,"Anbar","Same","Baghdad","Abu Ghraib",NA,NA,"Al E'marat Al Sakaniyah","العمارات السكنية","24038",44.176362,33.314877,NA,NA,NA,0,0,204,0,96,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-04-15,300,"Apr-14",0,300,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Pre-June",1,0,96,204,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"641",652,NA,NA,84,"Anbar","Same","Baghdad","Abu Ghraib",NA,NA,"Al Hamdaniyah","الحمدانية","24048",44.063049,33.299057,NA,NA,NA,0,0,0,0,378,0,0,0,0,0,0,0,126,"No","No","Yes","No",NA,NA,NA,NA,NA,2014-04-15,504,"Apr-14",0,378,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Pre-June",1,0,378,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"642",653,NA,NA,25,"Anbar","Same","Baghdad","Abu Ghraib",NA,NA,"Al Thanyah - 2","الثنايا","24040",44.138887,33.354678,NA,NA,NA,0,0,0,0,150,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-04-15,150,"Apr-14",0,150,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Pre-June",1,0,150,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"643",654,NA,NA,121,"Anbar","Same","Baghdad","Abu Ghraib",NA,NA,"Al Zaidan","الزيدان","24049",44.055251,33.284353,NA,NA,NA,0,0,0,0,726,0,0,0,0,0,0,0,0,"No","No","Yes","Yes",NA,NA,NA,NA,NA,2014-04-15,726,"Apr-14",0,726,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Pre-June",1,0,726,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"644",655,NA,NA,150,"Anbar","Same","Baghdad","Abu Ghraib",NA,NA,"Al-Dhahab Al-Abyadh","الذهب الأبيض","7662",44.04,33.25,NA,NA,NA,0,0,630,0,270,0,0,0,0,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-04-15,900,"Apr-14",0,900,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Pre-June",1,0,270,630,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"645",657,NA,NA,228,"Anbar","Same","Baghdad","Abu Ghraib",NA,NA,"Al-Nasir Walsalam /3000","النصر والسلام--3000","7626",44.029029,33.309256,NA,NA,NA,0,0,270,12,492,0,0,0,0,0,0,0,594,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-04-15,1368,"Apr-14",0,774,0,0,0,0,0,0,0,0,0,2,1,1,1,1,"Pre-June",1,0,504,270,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"646",658,NA,NA,249,"Anbar","Same","Baghdad","Abu Ghraib",NA,NA,"Al-Nasir Walsalam /4000","النصر والسلام--4000","24044",44.029029,33.309256,NA,NA,NA,0,0,348,6,540,0,0,0,0,0,0,0,600,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-04-15,1494,"Apr-14",0,894,0,0,0,0,0,0,0,0,0,2,1,1,1,1,"Pre-June",1,0,546,348,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"647",659,NA,NA,159,"Anbar","Same","Baghdad","Abu Ghraib",NA,NA,"Al-Nasir Walsalam /7000","النصر والسلام--7000","24045",44.029029,33.309256,NA,NA,NA,0,0,336,0,252,0,0,0,0,0,0,0,366,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-04-15,954,"Apr-14",0,588,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Pre-June",1,0,252,336,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
