"","Seq","Master.ID","DTM.ID","Master.Families","Origin.Governorate","Displacement.Info.Status","Governorate","District","Sub.District","Area","Place","Place_ar","PlaceID","Longitude","Latitude","Last.Asst.Rd#","Current.Round","Current.Round.Date","IDPs.in.Camps.or.transit.camps","Rented.Hotel","Rented.House","IDP.Owned.House","With.Relative","With.HC.non.Relative","School.Building","Mosques.Holly.Shrines","Abandoned.public.buildings.under.construction","Collective.centres","Informal.settlements","Military.Camps","Unknown.or.other","sufficient.access.to.food","adequate.access.to.potable.water","in.need.of.CRIs","adequate.sanitation.facilities","access.to.functioning.health.facilities","priority.need.of.the.displaced.population.in.the.location","has.received.assistance","assistance.previously.received","Note","Date.Displacement","total","Month.Displacement","communal.setting","private.setting","pc.communal","pc.camp","priority.Food","priority.Shelter","priority.NFI","priority.Water","priority.Cash","priority.Health","priority.Child","class.total","class.pccommunal","class.school","class.camp","class.date","datecut","Assistance.received","Shelterpriority","Hosted.or.Owned.Accomodation","Rented.Accomodation","Organised.site","Improvised.site","Squatted.schools","Open.air","base2","IDPs.in.Camps.or.transit.camps10","School.Building10","Mosques.Holly.Shrines10","Abandoned10","Collective.centres10","Informal.settlements10","Military.Camps10","communal.setting10"
"536",543,NA,NA,2,"Salah al-Din","Same","Babylon","Hilla",NA,NA,"Al Jamjamah","الجمجمة","24273",44.433086,32.526528,NA,NA,NA,0,0,0,0,12,0,0,0,0,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,12,"Jun-14",0,12,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,12,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"537",544,NA,NA,5,"Ninewa","Same","Babylon","Hilla",NA,NA,"Al jaza'er","الجزائر","24162",44.443321,32.514487,NA,NA,NA,0,0,0,0,0,30,0,0,0,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,30,"Jun-14",0,30,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,30,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"538",545,NA,NA,2,"Anbar","Same","Babylon","Hilla",NA,NA,"Al jaza'er","الجزائر","24162",44.443321,32.514487,NA,NA,NA,0,0,12,0,0,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,12,"Jun-14",0,12,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,0,12,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"539",546,NA,NA,21,"Anbar","Updated","Babylon","Hilla",NA,NA,"Al Jazrah - Siha","الجزره والصحة","23956",44.431972,32.503482,NA,NA,NA,12,0,0,0,0,114,0,0,0,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-08-15,126,"Aug-14",12,114,0.0952380952380952,0.0952380952380952,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,114,0,0,12,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"540",547,NA,NA,135,"Ninewa","Same","Babylon","Hilla",NA,NA,"Al Jazrah - Siha","الجزره والصحة","23956",44.431972,32.503482,NA,NA,NA,0,576,0,0,0,234,0,0,0,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-07-15,810,"Jul-14",0,810,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,234,576,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"541",548,NA,NA,28,"Ninewa","Same","Babylon","Hilla",NA,NA,"Al Kafal - Khan Sayed Nour","ناحية الكفل - خان سيد نور","24563",44.3555,32.2328,NA,NA,NA,0,0,0,0,0,90,0,78,0,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,168,"Jun-14",78,90,0.464285714285714,0,0,0,0,0,0,0,0,1,3,1,1,0,"Post-June",1,0,90,0,78,0,0,0,"Rest of Iraq",0,0,78,0,0,0,0,78
"542",549,NA,NA,13,"Ninewa","Same","Babylon","Hilla",NA,NA,"Al Kafal - Marthawil","ناحية الكفل - مرذويل","24564",44.345,32.2241,NA,NA,NA,0,0,0,0,0,48,0,30,0,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,78,"Jun-14",30,48,0.384615384615385,0,0,0,0,0,0,0,0,1,3,1,1,0,"Post-June",1,0,48,0,30,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"543",550,NA,NA,27,"Ninewa","Same","Babylon","Hilla",NA,NA,"Al Kafal - Marthawil","ناحية الكفل - مرذويل","24564",44.345,32.2241,NA,NA,NA,0,0,0,0,0,0,0,162,0,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-07-15,162,"Jul-14",162,0,1,0,0,0,0,0,0,0,0,1,5,1,1,0,"Post-June",1,0,0,0,162,0,0,0,"Rest of Iraq",0,0,162,0,0,0,0,162
"544",551,NA,NA,46,"Ninewa","Same","Babylon","Hilla",NA,NA,"Al Kafal Area - Al Shahbaniyah","ناحية الكفل - الشهابية ","24295",44.38442,32.231608,NA,NA,NA,0,0,0,0,138,0,0,138,0,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,276,"Jun-14",138,138,0.5,0,0,0,0,0,0,0,0,1,3,1,1,0,"Post-June",1,0,138,0,138,0,0,0,"Rest of Iraq",0,0,138,0,0,0,0,138
"545",552,NA,NA,38,"Ninewa","Same","Babylon","Hilla",NA,NA,"Al Kafal Area - Al Shahbaniyah","ناحية الكفل - الشهابية ","24295",44.38442,32.231608,NA,NA,NA,0,0,0,0,168,0,0,60,0,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-07-15,228,"Jul-14",60,168,0.263157894736842,0,0,0,0,0,0,0,0,1,2,1,1,0,"Post-June",1,0,168,0,60,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"546",553,NA,NA,35,"Ninewa","Same","Babylon","Hilla",NA,NA,"Al Kafel - 7 Nissan","ناحية الكفل - 7 نيسان","24562",44.409527,32.411814,NA,NA,NA,0,0,0,0,0,78,0,132,0,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,210,"Jun-14",132,78,0.628571428571429,0,0,0,0,0,0,0,0,1,4,1,1,0,"Post-June",1,0,78,0,132,0,0,0,"Rest of Iraq",0,0,132,0,0,0,0,132
"547",554,NA,NA,24,"Ninewa","Same","Babylon","Hilla",NA,NA,"Al Kefel - Al Qasaba Al Qadima","ناحية الكفل - القصبة القديمة","24561",44.371278,32.210058,NA,NA,NA,0,0,0,0,0,114,0,0,30,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,144,"Jun-14",30,114,0.208333333333333,0,0,0,0,0,0,0,0,1,2,1,1,0,"Post-June",1,0,114,0,0,30,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"548",555,NA,NA,31,"Ninewa","Same","Babylon","Hilla",NA,NA,"Al Mua'lmeen","حي المعلمين","23953",44.401674,32.467601,NA,NA,NA,0,0,0,0,0,150,0,0,36,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,186,"Jun-14",36,150,0.193548387096774,0,0,0,0,0,0,0,0,1,2,1,1,0,"Post-June",1,0,150,0,0,36,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"549",556,NA,NA,1,"Anbar","Same","Babylon","Hilla",NA,NA,"Al Mua'lmeen","حي المعلمين","23953",44.401674,32.467601,NA,NA,NA,0,0,6,0,0,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-05-15,6,"May-14",0,6,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Pre-June",1,0,0,6,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"550",557,NA,NA,2,"Anbar","Same","Babylon","Hilla",NA,NA,"Al Murtada 2","المرتضى 2","23952",44.41423,32.469,NA,NA,NA,0,0,0,0,12,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-05-15,12,"May-14",0,12,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Pre-June",1,0,12,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"551",558,NA,NA,35,"Ninewa","Same","Babylon","Hilla",NA,NA,"Al Nakhilah Al Sharqiyah","النخيلة الشرقية","24695",44.49336,32.420122,NA,NA,NA,0,0,0,0,0,120,0,90,0,0,0,0,0,"No","No","Yes","Yes",NA,NA,NA,NA,NA,2014-07-15,210,"Jul-14",90,120,0.428571428571429,0,0,0,0,0,0,0,0,1,3,1,1,0,"Post-June",1,0,120,0,90,0,0,0,"Rest of Iraq",0,0,90,0,0,0,0,90
"552",559,NA,NA,20,"Ninewa","Same","Babylon","Hilla",NA,NA,"Al Oufy village","ناحية ابي غرق - قرية عوفي","24671",44.319611,32.432386,NA,NA,NA,0,0,0,0,0,66,0,54,0,0,0,0,0,"No","No","Yes","Yes",NA,NA,NA,NA,NA,2014-07-15,120,"Jul-14",54,66,0.45,0,0,0,0,0,0,0,0,1,3,1,1,0,"Post-June",1,0,66,0,54,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"553",560,NA,NA,30,"Ninewa","Same","Babylon","Hilla",NA,NA,"Al Rashediyah","الرشيدية","24696",44.488021,32.407267,NA,NA,NA,0,0,0,0,0,0,0,180,0,0,0,0,0,"No","No","Yes","Yes",NA,NA,NA,NA,NA,2014-07-15,180,"Jul-14",180,0,1,0,0,0,0,0,0,0,0,1,5,1,1,0,"Post-June",1,0,0,0,180,0,0,0,"Rest of Iraq",0,0,180,0,0,0,0,180
"554",561,NA,NA,25,"Ninewa","Same","Babylon","Hilla",NA,NA,"Al Sayih","ناحية ابي غرق - السايح","24693",44.366043,32.569678,NA,NA,NA,0,0,0,0,0,0,0,0,150,0,0,0,0,"No","No","Yes","Yes",NA,NA,NA,NA,NA,2014-07-15,150,"Jul-14",150,0,1,0,0,0,0,0,0,0,0,1,5,1,1,0,"Post-June",1,0,0,0,0,150,0,0,"Rest of Iraq",0,0,0,150,0,0,0,150
"555",562,NA,NA,39,"Ninewa","Same","Babylon","Hilla",NA,NA,"Al Shuhadaa","حي الشهداء","24593",44.401822,32.473602,NA,NA,NA,0,0,0,0,0,234,0,0,0,0,0,0,0,"No","No","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,234,"Jun-14",0,234,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,234,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"556",563,NA,NA,24,"Ninewa","Same","Babylon","Hilla",NA,NA,"Al Shuhadaa","حي الشهداء","24593",44.401822,32.473602,NA,NA,NA,0,0,0,0,0,144,0,0,0,0,0,0,0,"No","No","Yes","Yes",NA,NA,NA,NA,NA,2014-07-15,144,"Jul-14",0,144,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,144,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"557",564,NA,NA,53,"Ninewa","Same","Babylon","Hilla",NA,NA,"Al Taqa - Abu Gharaq","ناحية ابي غرق - الطاقة","24456",44.308113,32.54044,NA,NA,NA,0,0,0,0,0,0,0,42,0,0,0,0,276,"No","No","No","Yes",NA,NA,NA,NA,NA,2014-08-15,318,"Aug-14",42,0,0.132075471698113,0,0,0,0,0,0,0,0,1,2,1,1,0,"Post-June",1,0,0,0,42,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"558",565,NA,NA,1,"Anbar","Same","Babylon","Hilla",NA,NA,"Al Thawra Al Gharbiya","مركز المدينة - الثورة الغربية","23947",44.418004,32.5075,NA,NA,NA,0,0,6,0,0,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-05-15,6,"May-14",0,6,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Pre-June",1,0,0,6,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"559",566,NA,NA,10,"Ninewa","Same","Babylon","Hilla",NA,NA,"Al Thawra Al Gharbiya","مركز المدينة - الثورة الغربية","23947",44.418004,32.5075,NA,NA,NA,0,0,0,0,0,60,0,0,0,0,0,0,0,"","","","",NA,NA,NA,NA,NA,2014-06-15,60,"Jun-14",0,60,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,60,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"560",567,NA,NA,32,"Ninewa","Same","Babylon","Hilla",NA,NA,"Al Tuhmazya","الطهمازيه","24167",44.394433,32.467439,NA,NA,NA,0,0,0,0,0,120,0,72,0,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-07-15,192,"Jul-14",72,120,0.375,0,0,0,0,0,0,0,0,1,3,1,1,0,"Post-June",1,0,120,0,72,0,0,0,"Rest of Iraq",0,0,72,0,0,0,0,72
"561",568,NA,NA,1,"Anbar","Same","Babylon","Hilla",NA,NA,"Al Tuhmazya","الطهمازيه","24167",44.394433,32.467439,NA,NA,NA,0,0,6,0,0,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,6,"Jun-14",0,6,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,0,6,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"562",569,NA,NA,56,"Ninewa","Same","Babylon","Hilla",NA,NA,"Al Wardiyah","الوردية","24339",44.490557,32.484622,NA,NA,NA,0,0,0,0,0,186,0,150,0,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,336,"Jun-14",150,186,0.446428571428571,0,0,0,0,0,0,0,0,1,3,1,1,0,"Post-June",1,0,186,0,150,0,0,0,"Rest of Iraq",0,0,150,0,0,0,0,150
"563",570,NA,NA,10,"Ninewa","Same","Babylon","Hilla",NA,NA,"Al Wardiyah","الوردية","24339",44.490557,32.484622,NA,NA,NA,0,0,0,0,0,60,0,0,0,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-07-15,60,"Jul-14",0,60,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,60,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"564",571,NA,NA,15,"Ninewa","Same","Babylon","Hilla",NA,NA,"Al Yousfya - Abu Gharaq","ناحية ابي غرق - اليوسفيه","24455",44.315053,32.500674,NA,NA,NA,0,0,0,0,0,0,0,90,0,0,0,0,0,"No","No","No","Yes",NA,NA,NA,NA,NA,2014-08-15,90,"Aug-14",90,0,1,0,0,0,0,0,0,0,0,1,5,1,1,0,"Post-June",1,0,0,0,90,0,0,0,"Rest of Iraq",0,0,90,0,0,0,0,90
"565",572,NA,NA,1,"Babylon","Same","Babylon","Hilla",NA,NA,"Al-Askari - Al Mashtal","العسكري - المشتل","7177",44.395,32.441,NA,NA,NA,0,0,6,0,0,0,0,0,0,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,6,"Jun-14",0,6,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,0,6,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"566",573,NA,NA,2,"Anbar","Same","Babylon","Hilla",NA,NA,"Al-Askari - Al Mashtal","العسكري - المشتل","7177",44.395,32.441,NA,NA,NA,0,0,0,0,0,12,0,0,0,0,0,0,0,"Unknown","Yes","Unknown","Yes",NA,NA,NA,NA,NA,2014-05-15,12,"May-14",0,12,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Pre-June",1,0,12,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"567",574,NA,NA,61,"Ninewa","Same","Babylon","Hilla",NA,NA,"Al-Askari - Al Mashtal","العسكري - المشتل","7177",44.395,32.441,NA,NA,NA,0,0,0,0,0,300,0,66,0,0,0,0,0,"No","No","No","Yes",NA,NA,NA,NA,NA,2014-06-15,366,"Jun-14",66,300,0.180327868852459,0,0,0,0,0,0,0,0,1,2,1,1,0,"Post-June",1,0,300,0,66,0,0,0,"Rest of Iraq",0,0,66,0,0,0,0,66
"568",575,NA,NA,4,"Baghdad","Same","Babylon","Hilla",NA,NA,"Al-Askari - Al Mashtal","العسكري - المشتل","7177",44.395,32.441,NA,NA,NA,0,0,12,0,12,0,0,0,0,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,24,"Jun-14",0,24,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,12,12,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"569",576,NA,NA,35,"Ninewa","Same","Babylon","Hilla",NA,NA,"Al'ataig","العتايج","24694",44.448733,32.455217,NA,NA,NA,0,0,0,0,0,210,0,0,0,0,0,0,0,"No","No","Yes","Yes",NA,NA,NA,NA,NA,2014-07-15,210,"Jul-14",0,210,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,210,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"570",577,NA,NA,6,"Ninewa","Same","Babylon","Hilla",NA,NA,"Albo Hamir","البو حمير","24460",44.45015,32.490888,NA,NA,NA,0,0,0,0,0,36,0,0,0,0,0,0,0,"No","No","Yes","Yes",NA,NA,NA,NA,NA,2014-08-15,36,"Aug-14",0,36,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,36,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"571",578,NA,NA,60,"Ninewa","Same","Babylon","Hilla",NA,NA,"Albo Nafe'a","البو نافع","24461",44.529082,32.504485,NA,NA,NA,0,0,0,0,0,336,0,24,0,0,0,0,0,"No","No","No","Yes",NA,NA,NA,NA,NA,2014-08-15,360,"Aug-14",24,336,0.0666666666666667,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,336,0,24,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"572",579,NA,NA,13,"Ninewa","Same","Babylon","Hilla",NA,NA,"Albu Ajaaj","البو عجاج","24512",44.449617,32.533448,NA,NA,NA,0,0,0,0,0,78,0,0,0,0,0,0,0,"No","No","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,78,"Jun-14",0,78,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,78,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"573",580,NA,NA,10,"Ninewa","Same","Babylon","Hilla",NA,NA,"Al-'iefar","العيفار","6324",44.278889,32.488889,NA,NA,NA,0,0,0,0,60,0,0,0,0,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-07-15,60,"Jul-14",0,60,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,60,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"574",581,NA,NA,25,"Ninewa","New","Babylon","Hilla",NA,NA,"AlImam Ali Street","شارع الامام علي","24705",44.4360048,32.476048,NA,NA,NA,0,0,0,0,0,0,0,0,150,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-08-15,150,"Aug-14",150,0,1,0,0,0,0,0,0,0,0,1,5,1,1,0,"Post-June",1,0,0,0,0,150,0,0,"Rest of Iraq",0,0,0,150,0,0,0,150
"575",582,NA,NA,29,"Ninewa","Same","Babylon","Hilla",NA,NA,"AlMarashdah Villge","قرية المراشده","24511",44.397134,32.487055,NA,NA,NA,0,0,0,0,0,126,0,0,48,0,0,0,0,"No","No","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,174,"Jun-14",48,126,0.275862068965517,0,0,0,0,0,0,0,0,1,2,1,1,0,"Post-June",1,0,126,0,0,48,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"576",583,NA,NA,13,"Ninewa","Same","Babylon","Hilla",NA,NA,"Al-mi'amrah","المعيميره","6600",44.365278,32.236389,NA,NA,NA,0,0,0,0,0,0,0,78,0,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-07-15,78,"Jul-14",78,0,1,0,0,0,0,0,0,0,0,1,5,1,1,0,"Post-June",1,0,0,0,78,0,0,0,"Rest of Iraq",0,0,78,0,0,0,0,78
"577",584,NA,NA,43,"Ninewa","Same","Babylon","Hilla",NA,NA,"Al-muradiyah","الكفل - المرادية","6630",44.395,32.268333,NA,NA,NA,0,0,0,0,0,90,0,168,0,0,0,0,0,"No","No","Yes","Yes",NA,NA,NA,NA,NA,2014-07-15,258,"Jul-14",168,90,0.651162790697674,0,0,0,0,0,0,0,0,1,4,1,1,0,"Post-June",1,0,90,0,168,0,0,0,"Rest of Iraq",0,0,168,0,0,0,0,168
"578",585,NA,NA,20,"Ninewa","Same","Babylon","Hilla",NA,NA,"Al-nidhal","ناحية ابي غرق - قرية النضال","6918",44.346389,32.44,NA,NA,NA,0,0,0,0,0,60,0,60,0,0,0,0,0,"No","No","Yes","Yes",NA,NA,NA,NA,NA,2014-07-15,120,"Jul-14",60,60,0.5,0,0,0,0,0,0,0,0,1,3,1,1,0,"Post-June",1,0,60,0,60,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"579",586,NA,NA,10,"Salah al-Din","Same","Babylon","Hilla",NA,NA,"Al-nidhal","ناحية ابي غرق - قرية النضال","6918",44.346389,32.44,NA,NA,NA,0,0,0,0,0,0,0,0,60,0,0,0,0,"No","No","Yes","Yes",NA,NA,NA,NA,NA,2014-07-15,60,"Jul-14",60,0,1,0,0,0,0,0,0,0,0,1,5,1,1,0,"Post-June",1,0,0,0,0,60,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"580",587,NA,NA,25,"Ninewa","Same","Babylon","Hilla",NA,NA,"Al-Rarengya","ناحية الكفل - الرارنجية","24516",44.405505,32.409542,NA,NA,NA,0,0,0,0,0,150,0,0,0,0,0,0,0,"No","No","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,150,"Jun-14",0,150,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,150,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"581",588,NA,NA,59,"Ninewa","Same","Babylon","Hilla",NA,NA,"Al-Shawi","الشاوي","7154",44.323957,32.40428,NA,NA,NA,0,0,0,0,0,330,0,0,24,0,0,0,0,"No","Yes","No","Yes",NA,NA,NA,NA,NA,2014-07-15,354,"Jul-14",24,330,0.0677966101694915,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,330,0,0,24,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"582",589,NA,NA,30,"Ninewa","Same","Babylon","Hilla",NA,NA,"Al-Thawra Al-Sharqia","مركز القضاء - الثورة الشرقية","7155",44.43055556,32.46666667,NA,NA,NA,0,0,0,0,0,0,0,180,0,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-07-15,180,"Jul-14",180,0,1,0,0,0,0,0,0,0,0,1,5,1,1,0,"Post-June",1,0,0,0,180,0,0,0,"Rest of Iraq",0,0,180,0,0,0,0,180
"583",590,NA,NA,1,"Kirkuk","Same","Babylon","Hilla",NA,NA,"Al-Thawra Al-Sharqia","مركز القضاء - الثورة الشرقية","7155",44.43055556,32.46666667,NA,NA,NA,0,0,0,0,6,0,0,0,0,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,6,"Jun-14",0,6,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,6,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"584",591,NA,NA,16,"Ninewa","Same","Babylon","Hilla",NA,NA,"Anana village","عنانه","7137",44.412,32.53,NA,NA,NA,0,0,0,0,0,96,0,0,0,0,0,0,0,"No","No","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,96,"Jun-14",0,96,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,96,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"585",592,NA,NA,3,"Ninewa","Same","Babylon","Hilla",NA,NA,"Anana village","عنانه","7137",44.412,32.53,NA,NA,NA,0,0,0,0,0,18,0,0,0,0,0,0,0,"No","No","Yes","Yes",NA,NA,NA,NA,NA,2014-08-15,18,"Aug-14",0,18,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,18,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"586",593,NA,NA,1,"Anbar","Same","Babylon","Hilla",NA,NA,"Anana village","عنانه","7137",44.412,32.53,NA,NA,NA,0,0,6,0,0,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-05-15,6,"May-14",0,6,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Pre-June",1,0,0,6,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"587",594,NA,NA,22,"Ninewa","New","Babylon","Hilla",NA,NA,"Bab Al Hussien","باب الحسين","24708",44.435111,32.488622,NA,NA,NA,0,0,0,0,0,0,0,0,132,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-08-15,132,"Aug-14",132,0,1,0,0,0,0,0,0,0,0,1,5,1,1,0,"Post-June",1,0,0,0,0,132,0,0,"Rest of Iraq",0,0,0,132,0,0,0,132
"588",595,NA,NA,4,"Anbar","Same","Babylon","Hilla",NA,NA,"Bustan Al-helu","بستان الحلو","23751",44.4246,32.488,NA,NA,NA,0,0,0,18,6,0,0,0,0,0,0,0,0,"Unknown","Yes","No","Yes",NA,NA,NA,NA,NA,2014-05-15,24,"May-14",0,24,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Pre-June",1,0,24,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"589",596,NA,NA,9,"Ninewa","Same","Babylon","Hilla",NA,NA,"Chabsa","ناحية ابي غرق - جبسه","24513",44.365347,32.502077,NA,NA,NA,0,0,0,0,0,0,0,54,0,0,0,0,0,"No","No","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,54,"Jun-14",54,0,1,0,0,0,0,0,0,0,0,1,5,1,1,0,"Post-June",1,0,0,0,54,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"590",597,NA,NA,3,"Salah al-Din","Same","Babylon","Hilla",NA,NA,"Emhezem Al Qadima","محيزم القديمة","23940",44.406,32.505,NA,NA,NA,0,0,0,0,0,18,0,0,0,0,0,0,0,"No","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-07-15,18,"Jul-14",0,18,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,18,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"591",598,NA,NA,2,"Anbar","Same","Babylon","Hilla",NA,NA,"Emhezem Al Qadima","محيزم القديمة","23940",44.406,32.505,NA,NA,NA,0,0,12,0,0,0,0,0,0,0,0,0,0,"Unknown","Yes","No","Yes",NA,NA,NA,NA,NA,2014-05-15,12,"May-14",0,12,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Pre-June",1,0,0,12,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
